32,33,34,39,9,14,15,18,20,28
2,6,39,9,10,11,16,42,23,29
33,1,40,9,11,45,13,24,27,30
49,9,7,44,47,17,50,24,15,28
32,1,6,39,40,12,16,22,29,30
33,3,42,43,46,11,14,27,30,31
33,45,42,13,46,15,16,21,30,31
32,1,34,6,7,12,46,15,48,27
1,2,3,36,38,8,46,48,17,4
32,33,35,7,42,44,14,48,30,31
2,38,42,44,45,14,15,17,27,28
37,39,12,10,44,14,48,23,27,30
32,2,39,40,42,44,49,8,26,31
6,39,40,10,11,44,22,23,25,42
3,4,6,38,50,18,20,26,27,37
32,48,37,6,39,42,15,16,21,47
33,2,3,5,40,44,45,34,35,31
33,2,42,43,14,47,49,20,21,29
2,4,38,6,39,10,22,24,29,30
33,6,9,44,13,46,15,50,21,23
34,4,7,8,43,44,19,21,26,31
33,43,6,41,11,45,15,19,24,27
2,6,39,8,41,42,12,46,49,21
3,4,38,39,14,16,20,21,26,29
5,40,43,46,15,18,23,24,47,28
35,37,38,12,41,44,46,20,9,28
2,36,39,14,48,17,19,20,23,30
33,2,5,40,47,48,49,20,29,30
1,34,6,9,42,15,19,21,25,30
34,39,41,10,12,47,19,20,27,31
6,38,10,11,44,18,15,50,25,5
4,39,45,47,17,50,20,22,24,25
2,49,44,50,47,48,17,18,13,30
35,41,42,43,44,13,46,14,28,31
33,34,35,38,6,8,41,43,44,18
38,39,10,11,45,49,18,25,29,31
2,3,4,37,8,11,14,16,24,5
35,38,39,43,12,45,47,21,25,26
35,37,38,44,11,12,49,50,20,31
18,35,36,41,42,12,45,13,50,27
2,17,39,46,16,49,18,21,23,31
33,3,7,40,39,50,35,24,26,30
1,8,9,14,46,47,19,21,22,26
33,2,3,36,37,45,46,16,21,29
33,38,41,10,13,48,17,19,20,9
35,49,38,39,13,17,19,24,29,30
32,34,6,9,10,47,48,22,24,15
33,2,4,6,38,34,50,19,23,31
34,3,7,9,11,45,13,50,19,21
2,35,37,8,42,11,16,19,24,26
33,1,41,10,44,14,46,26,29,30
34,38,39,40,44,22,24,26,27,29
35,37,45,15,16,19,21,26,30,31
32,34,17,6,7,9,11,14,49,27
32,36,39,10,44,45,16,22,25,31
36,37,39,42,44,45,13,48,24,26
33,5,38,9,44,14,47,50,28,31
1,2,39,11,16,50,19,23,27,28
2,3,4,39,41,10,46,14,22,36
35,49,40,13,16,8,21,22,24,27
37,38,8,41,42,44,17,20,24,29
33,38,40,43,44,46,15,50,20,26
35,40,12,14,47,48,19,20,27,30
34,35,5,7,41,45,13,46,47,22
34,35,7,8,9,13,20,21,29,31
32,3,36,6,39,41,11,16,21,25
2,3,5,6,9,45,13,22,29,37
48,33,38,39,44,13,14,16,46,23
32,5,6,40,9,11,45,17,19,22
2,3,45,18,20,21,23,25,28,29
32,8,11,45,14,47,16,46,26,28
32,16,3,6,8,10,15,48,50,29
4,7,40,10,13,14,15,17,21,25
32,3,4,39,8,10,43,21,23,29
48,34,4,37,8,47,16,17,23,15
32,4,37,38,7,41,44,48,19,31
33,2,43,6,38,11,19,21,22,26
33,34,5,6,8,43,44,48,29,31
35,36,8,10,15,17,20,40,27,28
45,38,7,10,43,12,13,15,25,27
1,34,7,40,43,12,46,50,24,25
5,7,8,10,12,14,19,20,22,26
1,2,3,42,45,47,34,49,22,24
49,41,43,12,13,15,48,17,29,31
1,49,33,8,42,16,17,18,27,31
3,4,8,45,14,48,50,35,36,31
