40,1,10,43,39
8,35,4,22,23
40,9,37,21,31
8,12,4,45,17
32,8,18,3,10
32,3,11,29,7
40,17,50,38,39
40,17,50,29,13
18,10,36,21,23
20,10,28,13,37
23,17,11,25,31
25,34,27,4,17
50,12,42,6,21
35,4,30,38,45
8,17,10,35,36
12,50,29,34,39
34,19,36,30,46
24,34,3,18,46
41,4,13,6,29
2,47,45,14,31
48,32,50,2,14
17,15,20,29,31
12,28,22,46,44
10,19,14,30,39
16,18,29,22,13
33,22,21,46,47
24,45,4,13,47
48,20,26,27,28
1,10,35,34,7
40,8,2,44,13
48,16,2,50,22
24,25,34,29,17
16,32,18,22,7
33,26,18,38,25
40,16,19,3,47
32,9,28,45,15
1,12,14,6,31
16,49,20,46,22
8,10,20,38,31
32,17,2,19,27
9,20,46,30,31
45,5,37,30,21
18,3,21,46,31
3,10,35,5,46
8,25,28,21,46
40,10,27,46,15
24,1,19,29,33
8,17,28,37,15
32,16,11,21,14
9,23,37,30,29
43,42,3,33,41
33,36,20,22,39
24,19,44,21,14
33,42,47,22,39
6,12,13,14,15
40,16,28,49,15
33,36,44,46,20
17,2,29,21,39
48,8,29,14,39
16,32,5,13,45
32,26,3,21,23
48,32,43,30,15
24,25,20,37,31
8,32,28,45,7
9,18,37,5,33
24,1,29,16,7
32,25,42,11,4
14,11,46,22,39
17,7,38,14,31
33,43,20,22,4
17,34,26,14,39
32,35,27,30,15
16,43,39,37,7
23,47,12,45,39
8,17,35,44,13
17,42,6,38,47
40,25,15,13,9
24,18,36,29,14
1,50,14,46,39
48,17,23,14,8
3,39,42,47,23
1,26,35,44,18
1,42,20,34,6
16,33,38,6,8
28,42,20,6,14
25,12,20,46,39
16,4,13,38,15
1,50,15,5,39
32,36,20,46,15
41,47,17,46,7
26,43,29,22,15
17,20,28,38,47
24,48,3,22,38
27,25,34,43,38
18,15,6,14,29
33,1,20,29,7
9,43,30,38,5
23,27,29,14,5
16,25,10,19,5
40,1,50,11,38
9,42,39,6,25
17,42,43,30,39
49,18,19,36,6
33,3,12,45,29
32,9,42,12,34
33,18,43,36,2
8,16,43,45,30
48,16,22,6,47
4,18,23,20,31
48,24,27,46,15
8,49,26,35,36
25,50,19,44,37
39,28,46,30,31
48,1,2,50,37
2,5,37,38,23
11,33,2,27,17
40,25,50,27,6
48,33,25,30,31
17,10,29,45,39
12,36,21,4,29
50,37,14,30,39
9,22,45,46,33
17,34,38,5,46
22,6,5,14,15
25,19,5,38,41
48,1,50,22,47
40,2,18,21,7
40,35,37,30,31
48,1,11,21,7
41,10,14,6,5
26,31,21,14,29
34,43,20,45,31
32,9,42,20,47
8,42,19,21,7
32,11,3,22,8
19,4,45,30,15
16,50,18,34,45
32,9,42,35,23
17,39,28,22,49
24,44,28,30,6
27,42,26,4,34
2,43,44,14,31
1,50,5,38,9
48,33,30,13,38
25,27,5,35,7
8,33,42,23,15
25,18,3,13,21
26,11,37,6,47
30,21,13,22,47
8,11,21,14,7
11,10,3,37,47
16,10,20,13,30
33,50,27,36,34
42,19,12,6,23
49,10,44,37,15
9,35,12,30,7
40,4,12,21,47
33,42,36,6,46
32,49,26,20,29
9,31,5,30,47
9,34,21,30,15
17,42,45,30,7
25,18,6,14,23
40,10,35,50,14
26,43,36,14,39
32,33,19,12,45
24,25,44,36,39
25,43,12,46,23
7,44,29,30,13
23,17,3,14,25
48,34,18,21,6
16,32,2,4,28
48,32,11,4,22
2,39,4,42,15
10,26,2,37,6
32,1,18,11,17
42,35,34,30,15
8,50,42,26,21
8,25,3,6,15
41,18,49,22,15
32,27,18,3,12
9,28,41,20,31
25,1,12,45,15
35,19,30,14,49
1,18,44,34,31
27,3,42,43,30
8,41,11,37,29
40,25,36,45,47
48,2,38,37,46
34,10,5,6,47
48,10,4,38,39
32,49,18,27,41
32,43,6,22,15
48,26,44,14,46
16,25,11,6,14
24,25,12,46,44
49,34,43,36,20
49,10,50,5,9
9,34,39,29,1
8,41,10,46,6
24,18,43,5,22
48,16,11,45,30
8,40,26,3,23
24,43,19,37,6
27,49,11,14,47
49,27,6,14,23
41,2,19,21,47
16,9,42,4,36
41,11,4,49,44
40,1,12,6,46
24,17,15,22,7
40,41,50,28,21
16,48,18,39,23
17,47,5,38,39
3,50,19,36,42
32,25,36,13,39
27,34,11,44,46
8,11,31,38,7
49,18,44,37,38
24,20,37,14,21
33,26,34,22,45
18,7,44,37,29
48,33,24,6,32
26,34,5,38,47
2,34,4,29,23
16,25,42,4,22
25,43,6,14,47
48,11,44,45,46
11,48,43,4,45
6,27,4,29,14
24,1,27,16,7
17,50,36,18,23
41,26,35,14,33
32,9,5,13,25
19,35,43,45,14
8,27,10,43,34
49,45,39,21,5
10,3,6,30,7
32,17,29,38,15
40,42,44,18,38
49,50,23,13,1
34,27,36,50,15
11,35,19,14,32
40,24,3,8,1
47,2,35,42,13
48,27,23,13,15
40,34,20,21,7
3,26,19,38,47
40,33,27,14,22
7,1,15,44,23
33,34,36,38,12
50,27,36,46,22
18,36,13,6,29
16,50,7,13,5
16,40,3,45,23
40,9,19,38,47
18,27,12,29,31
32,1,28,5,14
32,9,49,29,1
8,33,34,44,14
8,33,34,12,14
25,26,3,20,7
26,3,28,30,23
24,43,3,13,14
8,15,36,21,7
48,20,36,41,17
8,49,42,2,41
2,11,20,45,15
17,18,27,37,49
1,26,21,30,7
9,31,35,22,15
48,42,3,4,37
32,33,10,5,45
42,31,4,30,39
17,42,36,6,49
9,34,11,5,22
39,47,36,37,7
17,35,5,6,45
32,42,44,5,7
16,9,43,12,22
16,18,11,12,21
44,14,4,21,20
24,30,35,29,38
9,33,3,21,37
33,11,46,14,23
40,36,5,38,37
7,47,19,21,39
33,3,36,38,41
9,42,5,30,47
2,21,20,50,5
24,32,11,36,38
39,18,43,4,7
48,16,37,30,15
35,44,45,6,39
8,1,20,5,39
49,27,38,22,33
48,49,4,21,5
24,25,44,22,17
20,36,46,38,25
9,47,13,41,31
16,1,2,12,26
24,43,31,45,47
48,17,2,38,24
8,4,22,46,31
49,42,21,30,45
48,50,4,22,15
40,41,17,14,1
41,18,20,34,31
2,11,4,45,31
16,1,26,43,2
42,19,18,6,7
33,50,19,44,39
44,18,43,28,29
11,27,44,13,5
8,33,43,36,45
9,34,50,5,7
42,26,12,2,45
49,43,4,21,39
10,34,36,2,13
7,9,35,36,47
32,25,7,6,23
16,26,4,45,39
9,42,44,22,31
24,32,33,8,40
48,1,23,20,39
41,35,44,30,6
25,23,20,37,7
24,9,36,17,23
40,43,19,37,32
40,8,37,14,39
33,30,43,6,46
41,26,28,6,47
33,42,12,29,23
31,17,11,1,49
1,26,13,5,21
24,18,13,14,39
40,18,10,38,23
32,9,8,14,15
49,37,29,38,39
48,25,18,42,37
40,25,2,36,5
2,10,3,34,39
8,24,26,28,13
1,34,43,12,6
32,41,2,12,38
24,4,12,14,23
1,26,3,12,7
16,33,38,46,23
24,44,20,29,30
26,50,35,12,13
48,2,35,29,22
19,18,45,21,7
35,14,27,6,46
16,17,26,31,33
40,33,21,8,25
40,34,28,37,47
12,26,4,33,39
40,17,44,21,29
48,49,30,22,25
16,42,11,37,31
48,18,5,34,47
32,34,50,21,14
39,2,11,37,13
19,11,12,14,6
1,10,11,20,14
32,9,26,11,37
32,17,36,30,31
16,48,42,45,49
19,28,38,30,37
16,24,18,33,47
24,19,26,31,23
24,49,10,12,23
36,27,5,13,39
9,49,45,38,47
9,42,31,13,45
24,33,10,36,42
8,1,10,26,24
8,1,27,21,23
48,41,42,26,34
16,40,20,45,29
40,16,42,12,37
9,26,28,50,39
10,2,31,45,7
20,42,7,44,15
16,42,36,45,29
8,41,11,28,46
2,35,44,13,5
32,27,50,19,30
10,25,2,43,26
11,3,28,22,46
49,39,45,38,23
24,50,28,21,46
48,17,5,22,25
8,3,20,21,31
17,4,6,46,23
40,11,13,21,15
17,2,3,21,45
40,49,42,4,47
24,34,21,14,23
24,48,36,30,31
24,50,3,46,30
39,23,36,5,31
9,23,44,13,15
3,43,2,11,50
25,39,28,13,21
16,33,47,45,15
24,41,3,25,33
9,31,44,25,7
24,48,20,30,15
11,10,35,14,7
7,40,31,6,47
35,15,21,30,39
32,27,26,43,7
16,50,42,38,46
8,1,26,36,23
17,34,19,38,31
48,33,26,3,21
25,27,29,22,13
32,42,35,6,47
41,39,4,37,31
8,33,50,19,24
34,35,20,21,5
40,35,5,22,7
50,3,12,5,15
43,2,3,37,47
16,4,12,37,46
25,42,11,38,39
8,17,26,21,29
46,24,35,38,22
50,3,28,42,30
25,15,12,46,39
17,4,45,46,7
25,20,29,38,9
24,9,10,43,23
27,1,18,47,15
2,35,38,30,15
48,43,6,38,5
36,43,12,21,14
25,18,5,29,1
48,41,10,3,5
24,1,27,36,29
43,13,21,30,31
28,47,12,1,39
49,42,4,18,23
49,19,29,43,25
31,48,19,29,23
40,9,27,21,37
9,15,20,37,1
8,50,46,13,38
3,17,35,12,31
9,14,27,29,30
16,24,34,12,46
25,27,13,39,29
43,27,44,14,47
24,9,18,4,47
16,24,10,18,46
48,9,50,21,40
11,19,3,44,29
32,34,19,2,14
24,23,34,19,15
24,40,18,28,50
24,5,28,21,31
10,50,35,21,45
45,3,29,6,7
10,35,28,45,6
33,35,4,29,37
8,10,42,45,15
46,36,22,14,5
48,49,15,13,7
8,16,10,37,38
18,10,11,50,14
50,39,29,10,47
32,17,27,37,38
42,39,5,22,45
48,17,39,44,49
34,26,19,22,46
31,34,11,46,15
10,31,12,21,37
25,19,12,38,28
1,34,19,5,7
36,43,44,45,20
8,41,15,20,39
16,26,7,5,23
1,43,36,37,31
27,42,10,4,50
40,24,10,47,15
16,10,23,20,39
40,15,29,46,47
33,19,28,45,23
35,50,3,5,30
28,12,37,46,5
8,34,28,45,6
32,33,26,29,5
40,17,19,20,29
50,35,20,13,14
19,39,28,21,47
24,9,39,6,47
10,3,36,5,39
1,42,19,20,29
9,26,10,5,23
17,42,35,36,31
1,18,42,50,29
25,36,45,38,12
49,10,12,37,15
1,2,3,12,22
10,19,26,46,23
48,25,27,17,39
19,1,3,45,23
19,26,43,44,14
49,42,3,4,14
16,32,36,21,29
9,2,15,37,17
16,26,35,20,47
11,2,3,20,30
9,10,20,13,49
24,10,42,20,21
49,26,27,4,13
10,13,37,6,23
8,9,14,46,13
38,11,12,21,46
48,9,50,5,6
48,26,43,50,22
17,3,12,29,47
40,2,42,45,47
8,1,15,14,24
1,4,45,28,31
8,34,36,30,15
24,27,7,28,39
27,11,3,36,40
50,2,21,38,29
40,25,27,14,15
48,49,3,14,15
3,11,4,21,22
48,41,10,28,6
16,49,18,29,15
33,35,12,30,49
23,28,47,20,39
32,40,11,44,37
40,18,2,43,37
33,34,28,14,12
41,36,22,14,1
25,3,4,30,1
36,10,35,28,30
40,34,35,21,22
33,50,18,4,45
34,26,30,22,39
32,49,10,27,6
48,32,3,44,16
25,19,44,29,4
49,26,50,4,13
37,42,27,45,31
2,17,26,42,37
19,8,50,35,48
32,41,10,28,39
35,42,27,13,6
24,44,21,14,39
16,18,19,36,21
47,37,27,49,31
48,17,34,10,45
41,26,29,38,7
9,46,29,30,31
19,33,27,29,30
40,48,34,2,22
39,31,4,25,15
48,16,4,45,39
9,26,49,14,33
36,34,28,45,9
40,50,42,13,21
2,19,4,34,22
30,34,27,22,6
10,34,20,50,30
16,33,3,6,19
33,3,49,46,1
17,18,43,38,47
37,47,29,6,45
16,35,19,13,3
48,32,19,25,40
18,36,29,38,31
24,1,11,6,9
24,16,34,12,38
17,13,12,37,41
32,50,27,37,22
8,41,28,37,44
17,35,43,30,39
32,25,42,29,37
1,42,43,39,9
40,17,15,8,48
33,18,46,38,47
32,1,42,46,31
8,40,34,25,31
3,17,15,20,23
24,48,12,6,15
24,2,28,13,46
3,9,11,5,15
24,41,28,45,30
19,17,7,44,33
8,25,2,31,9
49,26,28,6,30
17,18,19,4,22
2,37,26,30,23
8,1,26,19,38
32,12,13,14,5
39,44,21,30,15
24,1,3,5,30
48,32,18,40,33
32,17,42,27,8
8,41,34,35,32
3,25,11,13,37
48,43,20,38,39
32,2,12,5,30
8,16,50,43,13
33,10,27,29,15
41,49,44,5,31
49,34,44,6,39
48,50,19,18,14
9,34,35,30,23
40,33,3,30,31
40,42,37,30,7
24,35,19,14,38
25,27,22,46,31
1,2,31,5,47
8,34,19,18,39
26,44,13,22,31
33,31,28,30,41
9,34,3,30,43
48,25,4,22,41
11,25,27,13,38
24,41,42,19,38
48,25,45,14,32
34,11,2,43,13
33,31,13,22,15
16,32,13,38,31
11,26,3,28,21
43,42,11,29,6
32,49,3,44,29
9,2,29,14,5
24,41,44,5,40
8,11,12,5,6
48,28,19,44,30
49,18,36,29,14
8,42,19,4,13
40,24,50,48,39
32,9,18,20,23
8,38,21,14,39
31,50,11,14,39
19,1,26,27,29
9,2,12,29,47
1,22,4,13,14
28,3,44,21,22
25,11,20,5,30
