35,38,40,44,45,46,49,18,3,31
33,2,37,42,14,15,24,27,28,29
34,3,37,9,42,12,45,24,28,5
33,36,38,8,41,45,16,22,25,31
34,35,5,46,18,20,14,25,29,30
4,37,39,40,14,47,50,21,22,15
1,2,5,6,39,12,16,23,27,37
2,3,36,38,42,43,12,13,21,25
2,4,6,39,12,13,50,19,26,28
2,49,42,15,17,19,20,24,26,28
35,41,11,12,45,15,21,22,25,27
34,36,6,38,41,14,15,49,23,47
3,4,38,43,13,45,18,23,25,27
33,37,40,45,46,47,48,49,50,19
16,34,7,40,10,12,47,48,17,26
34,35,5,38,39,11,44,17,3,27
33,8,10,11,47,16,19,20,21,31
1,34,43,39,11,46,17,23,30,31
48,3,7,10,43,44,16,35,20,25
32,1,34,3,37,43,15,17,22,24
6,38,39,9,10,45,18,23,27,31
1,34,3,37,7,8,12,15,20,24
2,5,39,18,45,48,50,19,21,26
35,5,40,41,43,44,13,19,23,24
34,37,38,10,45,15,48,49,29,30
34,38,6,8,11,13,19,24,2,30
32,8,9,12,13,46,49,50,24,28
1,2,33,8,9,16,49,21,22,29
16,4,43,45,46,13,48,18,28,30
3,6,38,10,43,14,15,17,50,28
1,2,38,6,33,10,12,45,46,26
1,4,9,42,13,14,15,49,18,22
3,38,8,9,42,11,44,47,49,26
32,33,35,36,41,11,13,15,16,49
34,36,6,39,11,13,46,47,21,22
32,34,6,39,40,15,21,22,29,31
32,33,4,41,46,15,22,23,24,25
1,4,39,8,10,12,46,47,16,21
37,41,43,45,46,49,19,20,9,23
32,33,37,38,8,44,12,45,16,26
33,2,35,38,8,10,18,14,13,50
32,33,35,16,40,45,15,48,29,31
34,37,7,40,10,13,2,47,18,25
36,6,8,44,13,14,15,18,20,29
33,1,41,11,47,21,23,25,15,28
2,36,7,8,41,14,40,20,24,26
34,35,4,7,10,11,12,46,49,26
32,7,10,12,47,20,22,23,27,42
33,4,5,7,8,13,15,48,23,47
36,37,6,39,41,45,15,17,20,4
33,2,7,11,44,46,16,20,21,26
2,5,38,7,9,14,15,48,19,28
12,45,14,13,16,18,23,24,47,30
32,33,40,10,11,44,48,22,23,30
2,38,8,43,13,47,50,23,25,28
36,39,40,9,44,17,18,8,24,31
33,35,4,44,14,49,50,21,27,28
32,2,6,40,42,47,19,21,23,26
1,35,4,10,45,15,50,29,30,31
1,34,5,38,7,8,13,47,25,28
37,6,42,11,13,16,20,29,30,31
33,2,35,5,39,43,13,16,19,31
33,2,4,37,41,10,47,24,15,5
2,35,5,11,13,34,50,21,25,27
35,7,41,42,43,13,16,17,3,27
1,2,36,39,8,43,14,49,30,31
35,37,38,39,40,41,11,45,47,18
33,5,6,42,45,14,50,23,24,26
4,8,9,11,46,15,23,36,26,31
34,4,37,8,10,44,17,19,25,5
32,37,40,9,42,43,45,46,50,29
34,39,42,43,46,16,20,22,27,28
34,36,11,12,14,19,20,22,27,30
32,35,40,42,48,50,3,20,23,25
33,35,11,45,14,47,19,22,23,27
36,45,13,49,18,19,22,26,47,31
32,34,37,7,10,43,46,48,50,30
33,4,7,9,10,44,15,16,17,29
1,34,8,9,45,14,40,19,23,27
32,1,34,37,8,42,48,17,10,5
33,35,7,41,47,17,18,19,24,29
3,4,37,40,9,10,44,15,25,31
50,10,43,13,15,17,18,26,30,31
1,6,46,47,48,17,19,26,27,30
43,37,9,10,11,12,47,23,25,29
2,3,38,17,8,10,13,15,34,49
32,33,5,39,9,42,13,17,25,31
32,2,38,8,10,43,45,46,25,30
1,37,47,44,45,15,20,27,29,30
1,33,7,8,9,43,15,49,18,22
3,4,5,9,10,45,14,35,21,25
2,4,5,38,8,42,44,34,50,21
33,3,39,47,16,49,23,25,26,27
1,2,5,38,10,45,47,27,28,29
