2,3,41,13,45,19,20,21,24,26
33,34,38,39,40,9,7,13,20,30
32,34,12,45,46,16,17,21,27,30
5,38,44,12,47,17,22,23,24,26
32,2,35,36,9,11,44,18,50,26
33,35,40,10,44,13,48,49,28,42
34,38,7,9,42,43,44,15,18,21
33,6,1,41,43,47,20,23,27,28
5,6,12,42,44,13,49,26,27,10
37,38,39,40,9,47,8,21,24,31
2,35,40,45,46,17,3,26,30,31
32,4,7,41,44,45,16,49,27,31
32,5,41,46,47,19,20,21,9,25
33,3,1,39,41,12,13,23,25,30
1,34,3,4,9,10,11,21,27,31
32,34,5,6,41,14,15,48,25,29
34,37,41,10,44,13,46,47,16,17
1,5,6,7,9,46,50,21,28,29
1,2,10,43,44,34,45,21,27,28
33,34,4,1,8,10,47,16,18,15
33,35,36,5,40,42,16,49,19,26
48,34,43,38,1,40,11,47,16,17
33,2,35,5,34,14,47,18,23,37
32,5,7,41,12,14,44,16,17,29
2,35,5,38,7,9,12,50,18,27
32,5,41,11,12,13,14,49,50,20
33,4,37,7,45,46,17,23,27,30
6,8,42,44,13,50,24,28,29,30
34,6,38,8,10,18,20,24,25,37
2,5,9,12,13,49,24,25,29,31
8,44,45,16,49,19,22,40,27,30
32,37,7,41,47,48,17,22,25,30
33,17,9,10,43,15,16,49,20,29
33,2,37,1,11,20,22,25,27,31
34,6,7,9,10,45,15,17,19,28
2,38,10,45,48,20,22,23,42,30
2,5,38,9,45,46,50,22,25,27
3,5,6,11,12,45,14,16,19,26
6,7,40,41,43,46,49,19,22,30
32,3,36,5,43,44,47,17,27,30
4,5,11,45,14,47,19,46,23,24
43,39,8,11,12,16,49,50,23,25
34,35,18,46,45,48,50,19,20,24
48,2,5,1,10,47,16,17,49,15
3,38,6,42,44,48,17,20,24,31
33,2,3,6,39,42,11,44,22,23
32,35,4,5,39,10,12,46,22,24
2,4,5,6,9,42,15,18,25,28
5,7,10,12,48,17,19,20,27,37
43,4,8,9,11,47,49,22,23,36
41,42,44,15,16,17,20,21,22,25
1,34,35,42,11,47,50,19,21,24
1,2,35,5,39,16,3,20,23,24
36,6,7,9,10,15,17,50,20,25
33,5,1,40,10,15,16,23,27,28
3,36,37,38,11,21,22,25,29,31
33,34,3,8,9,44,50,22,23,24
33,2,4,17,9,16,49,20,23,25
32,33,36,37,7,45,46,15,27,31
