48,1,42,44,20
9,26,30,38,41
40,25,49,37,5
41,27,37,38,15
48,22,36,37,30
40,32,30,14,33
18,43,26,14,37
16,26,3,18,15
16,1,4,13,6
32,9,3,20,45
17,35,21,14,15
44,18,28,45,41
8,16,34,29,1
25,34,29,6,7
40,42,22,45,46
9,50,2,42,45
32,34,7,26,31
32,33,2,6,31
32,17,26,20,29
16,25,17,30,7
23,35,12,5,29
36,50,43,4,47
36,2,35,12,13
8,24,13,16,40
24,9,18,21,23
2,20,46,14,39
16,12,4,29,13
32,27,4,21,47
25,10,44,30,33
17,19,20,45,6
9,28,13,22,31
24,26,35,14,31
10,11,12,29,45
16,33,26,36,40
24,43,4,45,47
11,17,3,6,47
32,1,26,12,9
40,25,18,29,45
43,19,21,14,35
1,37,7,5,49
31,43,28,21,13
20,10,27,36,34
36,42,47,44,7
14,44,29,22,31
40,9,35,38,7
27,44,11,12,31
28,45,20,13,23
4,47,36,41,17
15,9,2,43,47
17,27,13,46,35
19,47,34,31,7
49,19,12,37,41
8,14,29,38,5
16,8,18,48,23
49,18,27,28,13
48,42,36,5,46
8,41,50,11,6
3,9,43,17,41
30,22,38,6,14
48,24,18,36,30
16,25,50,6,41
16,33,27,20,17
40,25,17,38,15
33,37,9,45,15
40,25,34,36,13
16,24,36,22,4
33,26,35,10,6
48,25,45,21,29
46,3,6,30,47
1,45,35,5,25
3,1,35,4,9
12,26,19,20,46
32,11,12,21,46
48,41,42,11,34
8,49,50,14,15
50,10,2,13,6
16,40,26,3,7
40,32,10,19,46
32,9,19,22,25
40,48,18,6,47
40,24,10,47,15
8,25,50,20,22
1,35,20,13,7
40,34,44,13,39
8,17,50,23,1
40,9,4,45,15
23,11,44,14,39
17,34,31,6,15
48,1,35,5,37
48,10,4,22,15
42,35,6,38,39
49,42,50,29,47
48,41,10,28,46
1,27,37,22,35
16,14,36,5,30
41,50,19,44,6
27,33,43,14,49
33,27,12,21,43
41,2,11,37,9
24,41,26,45,39
47,39,44,6,15
25,42,2,14,17
8,33,34,36,22
8,44,3,20,24
33,27,28,45,30
16,32,20,22,15
49,42,10,34,31
50,35,12,29,23
9,14,21,38,47
39,19,12,13,7
32,33,50,3,41
40,9,50,10,45
17,18,44,38,33
32,27,11,46,39
24,41,26,19,46
8,33,26,43,7
49,10,50,28,21
8,42,35,14,30
25,2,19,36,5
24,14,28,45,30
48,8,11,20,15
48,49,20,46,17
33,10,3,44,37
17,18,3,44,39
32,17,38,6,15
48,44,39,36,7
16,41,29,46,5
8,48,12,22,47
40,33,18,38,22
42,18,35,50,39
33,34,11,28,17
24,25,42,45,37
24,50,43,5,38
24,49,18,46,7
32,33,12,9,48
8,23,43,44,7
25,15,37,22,41
44,27,28,14,47
24,17,11,37,23
1,15,21,38,47
24,10,36,46,39
33,26,10,37,21
32,9,5,29,13
48,1,18,45,47
27,50,11,44,6
9,15,36,25,39
1,2,43,10,14
48,43,36,29,15
3,35,20,37,23
20,18,44,30,22
44,2,28,5,6
41,3,44,38,12
25,44,45,4,31
8,41,4,46,6
34,3,20,21,38
32,40,27,14,24
33,10,20,21,31
24,36,21,22,7
41,44,20,38,47
24,9,17,45,13
6,34,38,22,46
24,3,47,44,15
18,42,50,46,7
43,42,18,13,45
3,11,27,28,47
16,40,4,46,48
49,37,12,21,39
24,14,29,22,31
16,26,50,22,23
49,31,20,9,36
16,42,3,20,29
25,2,42,13,35
9,27,21,38,43
24,18,30,22,39
25,2,22,14,15
32,49,42,36,1
43,34,35,20,5
25,18,3,22,43
25,18,43,13,21
48,33,27,4,29
32,25,34,9,47
16,34,27,12,6
50,44,29,14,13
33,2,46,34,6
40,48,3,20,23
24,41,35,13,39
48,9,34,5,6
1,34,12,33,9
48,40,49,38,39
10,31,4,46,47
16,41,44,38,30
24,11,18,50,29
47,35,44,22,15
32,43,11,22,15
8,25,27,44,7
24,10,43,26,14
16,33,4,5,20
40,35,12,13,15
32,10,19,28,38
1,34,31,44,39
17,2,39,37,25
10,3,4,37,21
49,34,19,2,23
35,4,29,14,37
32,1,42,19,30
25,50,36,13,46
36,50,44,5,6
17,25,21,6,31
24,28,45,30,31
34,46,6,22,23
16,1,2,36,21
25,18,35,44,10
17,26,43,44,5
9,30,45,46,15
16,2,28,6,47
17,26,4,38,41
16,18,21,46,47
16,5,21,22,15
24,9,28,29,20
32,41,29,30,49
1,18,3,21,43
32,28,21,14,23
41,43,44,49,15
41,42,33,46,23
32,43,27,38,30
31,42,2,37,23
35,49,11,29,15
16,19,30,46,47
32,24,42,43,20
11,49,27,28,33
48,1,50,28,13
8,34,5,6,23
8,9,34,43,23
32,33,19,44,5
2,19,20,21,45
32,25,35,14,30
26,34,13,38,39
9,43,20,29,7
8,9,17,21,15
32,9,30,38,41
50,34,28,42,31
48,50,43,20,30
40,46,28,5,14
25,2,27,44,30
24,50,27,12,5
25,49,13,14,47
33,18,20,38,39
49,34,12,22,38
12,37,44,45,39
24,41,31,4,39
29,12,21,14,7
24,8,10,46,47
48,50,43,20,22
20,28,25,6,9
48,36,28,38,23
46,15,21,22,13
49,42,35,12,34
16,48,26,13,14
17,3,4,13,41
49,10,44,29,5
32,49,39,5,47
32,31,28,37,47
49,2,3,44,29
49,39,36,6,17
48,8,42,28,32
40,9,13,22,39
41,44,38,30,15
32,2,44,21,23
16,1,35,4,6
8,41,26,44,25
33,18,35,46,31
49,2,27,42,23
