32,34,35,36,5,17,9,11,44,45,14,49,50,21,23,46,25,31,29,37
48,2,35,36,37,38,44,42,11,12,13,46,16,17,18,20,22,27,10,30
32,1,2,35,33,38,48,42,11,44,13,16,34,37,22,26,27,29,30,31
35,36,5,6,17,42,43,12,50,14,49,18,20,21,22,46,25,10,30,37
33,45,3,4,6,39,40,9,43,13,46,47,19,31,22,23,36,27,28,35
32,16,35,36,37,9,11,13,14,15,48,50,20,46,22,24,26,31,30,5
33,38,6,7,8,41,10,39,44,45,46,15,49,50,20,22,24,26,47,30
32,33,2,4,39,8,42,7,44,13,46,48,49,20,21,23,25,27,30,31
32,34,3,4,38,41,10,43,44,13,48,19,9,21,23,24,25,28,29,20
32,2,3,37,38,49,8,42,11,44,45,13,34,17,20,21,39,28,29,30
33,34,3,4,5,39,9,42,43,12,45,15,24,50,21,18,36,29,2,31
33,2,4,5,16,1,47,44,34,46,15,48,49,18,20,22,41,36,26,27
2,3,38,6,40,41,42,44,13,46,15,16,17,18,20,24,26,29,30,5
33,34,3,4,5,38,10,43,44,45,46,47,49,50,19,20,24,28,30,37
19,33,3,36,22,38,39,8,41,11,13,14,49,35,20,17,24,7,6,28
32,1,34,35,36,7,8,9,10,45,14,47,27,40,42,20,46,22,15,29
1,34,11,4,7,8,9,43,12,2,14,47,16,49,50,21,40,24,39,27
1,2,4,7,40,12,10,43,44,47,15,50,19,20,21,22,25,27,29,30
32,2,34,38,6,39,8,41,42,11,12,13,46,47,48,43,14,25,27,31
32,3,35,36,33,1,40,9,10,11,12,45,13,18,19,20,21,25,29,30
1,35,36,5,6,7,40,41,42,14,15,16,17,21,49,24,25,26,28,37
32,34,35,36,38,39,40,42,43,15,16,17,18,19,20,22,24,25,26,4
32,33,34,4,5,38,1,40,7,44,13,46,49,19,21,22,23,2,26,30
1,34,3,4,37,35,38,8,41,10,11,44,2,12,19,20,22,27,29,5
32,34,3,4,37,6,39,42,11,45,14,18,19,21,22,23,7,26,27,29
32,50,36,38,6,41,42,43,12,45,14,48,17,18,19,21,22,4,29,31
33,2,17,1,8,15,43,18,14,47,49,50,21,22,23,24,25,26,27,30
16,34,36,37,1,8,9,11,12,45,46,13,48,17,40,4,47,29,30,31
48,3,36,37,38,39,41,1,44,45,46,15,16,49,21,22,27,28,29,30
1,34,35,36,37,6,40,38,10,11,45,49,19,20,21,43,23,27,28,29
32,33,35,5,3,1,41,42,11,12,45,47,17,19,21,22,25,6,29,30
32,33,2,35,36,6,9,10,11,44,45,48,34,18,42,21,25,28,29,30
35,5,7,8,44,39,12,46,15,17,18,19,20,43,24,25,26,47,30,31
32,33,2,43,36,16,1,40,7,12,34,46,48,49,50,19,20,24,27,28
1,2,37,6,8,10,16,44,13,15,48,17,50,20,21,23,26,31,28,5
1,34,3,4,49,38,39,9,10,7,2,15,17,20,21,22,24,36,26,27
32,2,3,36,38,6,7,9,43,12,13,17,50,35,22,24,26,27,5,37
32,1,2,3,33,38,49,10,9,42,43,12,46,44,48,17,18,24,27,29
33,2,35,36,37,1,8,41,11,13,46,15,16,17,50,20,40,7,23,47
32,34,35,38,39,8,10,11,12,45,14,15,18,20,25,26,13,28,42,30
33,2,4,37,39,40,10,43,34,14,15,48,50,19,20,22,23,24,25,29
1,34,35,36,37,8,42,11,44,45,46,13,16,49,50,19,2,25,10,18
33,35,4,6,8,9,10,11,14,15,50,3,46,22,23,24,25,47,28,29
48,34,35,38,39,40,10,43,44,45,46,47,16,29,19,20,25,27,28,42
32,2,36,37,39,8,10,43,12,34,46,16,18,19,20,14,7,25,26,4
32,34,35,7,8,41,10,12,45,14,47,48,18,19,23,15,28,29,30,31
32,1,2,4,38,6,7,9,10,12,34,47,16,17,50,19,21,36,33,29
