5,39,40,9,45,8,50,22,25,29
37,39,11,12,18,46,13,50,14,28
2,37,40,9,13,47,16,8,18,28
33,3,4,37,41,45,13,48,22,26
1,3,36,37,7,40,43,12,16,17
33,36,7,9,44,14,25,27,29,30
2,5,43,46,16,49,20,21,23,30
38,6,44,46,49,50,24,27,30,31
2,35,6,8,10,47,49,3,26,27
32,36,39,40,7,14,15,18,4,31
1,3,37,40,12,16,49,8,25,27
35,36,5,7,42,17,21,26,27,31
2,35,38,11,13,14,17,50,30,31
33,39,9,11,48,50,23,25,28,29
2,3,5,38,11,46,21,22,6,30
33,36,11,44,47,18,21,24,4,26
32,35,3,5,17,19,21,23,24,26
3,6,8,43,45,49,35,20,24,28
33,35,42,14,15,50,23,25,26,28
3,10,43,13,14,16,18,24,26,31
36,38,6,42,44,17,19,20,27,30
3,8,41,42,43,46,48,23,26,10
1,3,5,6,46,48,20,26,28,31
4,38,8,42,43,47,48,25,28,30
2,36,12,44,45,13,16,9,4,15
33,41,10,12,47,50,26,15,30,31
35,9,11,12,46,17,3,20,28,29
32,34,5,47,49,18,21,28,30,31
32,1,49,9,39,13,17,18,25,28
4,37,6,7,8,10,12,45,47,17
16,36,39,10,48,49,50,20,28,31
36,37,7,10,46,17,50,20,21,31
33,38,8,9,43,45,47,24,29,31
32,4,6,39,11,49,18,22,29,30
33,2,5,1,9,11,12,17,20,39
1,40,44,12,17,50,24,27,30,31
1,33,39,8,41,10,13,18,27,28
35,36,5,7,40,42,46,19,24,25
3,6,7,9,18,46,49,50,20,24
1,34,37,10,44,45,15,49,19,27
16,35,4,5,8,46,47,48,21,30
34,35,47,16,19,20,21,24,27,28
3,6,7,8,9,42,18,15,50,22
33,40,47,10,13,15,22,27,42,31
32,2,37,8,43,12,15,49,18,23
36,8,12,10,11,44,14,21,27,28
33,34,35,4,37,47,17,50,28,30
33,36,5,38,7,8,44,12,14,22
1,36,5,10,43,12,49,24,27,30
34,36,37,40,42,43,12,48,8,22
34,36,37,39,8,45,19,23,24,25
1,4,8,11,16,40,18,22,24,27
1,35,6,39,9,42,12,18,23,27
33,37,1,8,12,44,48,18,29,30
33,35,49,40,47,8,18,20,25,15
1,34,38,42,12,13,29,19,28,10
35,4,5,40,42,11,46,15,26,28
36,38,7,44,10,12,46,21,23,25
32,1,34,36,5,38,13,46,47,29
3,36,40,50,15,16,18,24,47,29
2,6,41,10,17,50,20,24,26,28
2,34,12,10,44,45,18,35,26,27
1,2,37,38,11,19,23,26,29,5
3,38,9,42,43,44,12,16,18,23
33,2,8,11,16,18,19,22,23,30
32,1,37,47,48,18,19,22,24,28
6,43,44,14,16,19,20,21,23,46
32,34,37,9,16,49,18,20,23,30
36,38,7,12,45,16,19,20,21,27
32,33,34,36,38,7,44,14,19,24
33,4,37,9,42,12,45,46,50,26
33,6,40,9,13,14,49,20,21,31
3,6,39,9,7,20,21,24,28,30
17,44,47,49,18,20,22,27,29,30
1,36,6,40,41,13,20,9,28,30
33,36,5,8,11,49,50,25,26,28
36,5,38,7,13,14,45,48,17,27
3,39,12,49,50,20,21,24,30,31
1,33,7,40,44,49,50,23,26,31
32,33,36,1,42,39,12,46,26,10
34,4,5,7,9,11,15,49,50,19
1,4,39,9,44,18,19,21,41,28
35,38,9,14,46,15,17,21,10,30
16,43,12,45,46,48,49,50,20,31
2,36,5,10,45,15,50,20,25,26
33,2,4,7,11,49,21,24,26,27
34,3,4,10,2,18,46,17,50,30
37,7,8,9,16,23,24,26,28,31
33,36,37,6,49,45,17,21,25,5
32,37,8,41,46,18,21,23,25,27
35,4,43,18,14,48,50,19,20,26
33,36,7,9,45,15,49,50,20,29
32,36,5,6,42,18,21,26,27,29
38,39,8,11,46,15,17,50,23,28
2,9,17,18,19,20,21,22,41,24
33,3,38,39,40,41,43,47,28,29
3,5,38,7,40,18,19,21,22,31
33,2,43,48,11,12,14,15,16,21
4,45,47,48,50,21,22,15,28,30
33,35,38,7,9,10,12,15,19,22
33,34,4,37,41,44,16,24,27,29
32,11,37,38,43,14,49,23,27,28
33,3,39,13,17,27,28,29,30,31
33,1,38,39,40,43,15,22,24,25
33,34,36,7,9,39,13,17,2,29
34,35,5,10,43,44,46,17,50,21
38,49,40,41,10,43,46,17,14,22
35,4,40,11,19,23,24,25,27,28
32,1,36,37,33,45,46,15,23,24
2,5,39,10,11,44,34,18,42,31
34,35,6,39,11,12,48,20,28,31
34,38,12,13,15,16,20,24,25,30
39,43,44,47,49,18,21,23,24,28
1,35,36,37,40,41,49,9,24,26
2,40,41,10,43,13,15,19,23,30
32,4,6,38,9,10,47,16,49,50
3,37,40,12,44,17,18,26,28,29
33,1,44,12,13,47,17,21,23,30
4,38,9,43,44,45,47,17,36,15
4,37,8,18,48,50,23,24,27,28
33,2,7,40,9,42,43,45,16,29
32,3,39,44,48,20,24,28,29,31
34,4,40,9,11,44,15,17,50,27
1,35,37,42,17,18,3,23,25,28
33,34,35,43,46,16,17,20,26,31
3,37,6,9,45,15,20,23,26,31
4,37,8,11,44,15,16,21,27,28
34,35,36,37,7,42,45,23,27,30
32,40,9,45,48,22,24,25,26,27
2,4,9,11,44,45,47,50,20,26
32,40,9,10,43,47,16,50,22,28
1,34,35,36,40,41,10,13,23,31
36,17,8,11,12,46,48,49,26,31
33,2,38,40,10,44,46,22,24,27
4,43,12,13,14,20,22,26,29,31
1,6,8,42,12,13,19,20,24,26
32,5,43,13,14,50,22,24,27,31
33,34,5,41,10,47,16,21,25,26
40,41,42,45,16,49,24,26,28,29
1,2,35,36,39,8,44,14,15,18
3,5,43,44,46,49,14,25,26,28
43,8,41,11,12,45,14,46,9,27
2,49,41,43,34,46,16,17,22,30
49,7,8,41,13,46,40,9,24,5
32,4,5,9,15,49,18,21,36,37
1,45,38,48,44,13,46,15,16,29
34,35,5,40,15,49,18,26,28,37
1,37,11,45,13,49,20,26,15,31
33,37,40,41,11,45,14,13,23,31
33,2,36,37,42,13,50,5,29,31
2,37,6,40,18,13,48,50,19,31
3,39,42,43,14,47,35,22,24,29
2,39,11,44,47,49,19,24,7,26
32,34,41,44,45,46,16,14,23,24
42,43,15,16,18,19,22,23,24,26
32,3,49,17,9,11,12,14,15,43
32,34,4,5,6,40,41,11,8,21
33,5,8,45,14,15,16,49,20,46
2,6,39,11,12,14,47,18,21,27
