1,33,41,13,45,17,22,26,29,30
34,38,8,42,12,13,14,19,26,28
2,36,8,9,11,15,19,22,41,24
3,5,7,43,46,15,35,24,27,28
1,6,40,44,14,15,25,27,28,29
1,2,4,6,9,14,15,17,23,25
5,17,40,41,44,12,16,8,23,29
4,40,41,13,45,17,21,26,15,31
35,4,37,6,39,8,41,43,47,24
4,38,42,12,14,15,49,46,27,28
33,34,4,12,45,14,19,22,26,28
34,35,39,41,43,49,50,21,7,28
34,3,36,6,8,41,46,15,48,22
3,35,36,45,48,17,50,19,27,28
1,2,5,39,40,12,13,47,20,29
32,36,40,9,44,45,47,23,25,4
35,6,38,7,8,11,44,13,45,29
1,3,5,38,9,10,13,48,19,22
4,6,11,19,21,23,25,27,29,30
34,41,47,48,50,19,24,27,28,31
33,36,37,39,9,44,20,21,22,25
11,4,39,41,42,43,14,23,25,28
2,36,5,6,34,14,17,22,27,30
32,6,49,43,44,13,17,18,22,27
3,4,7,8,43,46,16,17,23,24
1,34,42,12,14,48,18,19,46,23
34,4,7,8,42,13,16,25,27,10
1,2,3,8,11,45,14,15,22,28
16,6,40,41,45,48,18,21,30,31
3,36,8,45,15,16,20,27,28,31
1,36,6,40,12,20,21,25,26,29
32,33,37,38,7,16,17,22,23,29
34,11,6,40,41,43,44,16,27,30
32,37,38,41,42,44,47,24,25,27
32,3,7,40,12,46,48,49,24,30
33,36,6,8,44,46,15,22,24,27
4,5,42,13,18,15,49,50,19,31
4,37,39,41,45,48,49,21,24,26
35,6,49,42,39,12,45,17,20,21
32,34,4,41,42,46,16,23,27,31
48,2,4,5,41,44,47,16,50,15
32,5,7,9,12,46,41,24,29,31
33,4,17,12,43,44,49,19,23,7
34,35,40,46,49,18,21,27,29,30
33,49,39,8,43,45,46,13,17,15
37,38,45,14,18,19,20,22,24,26
1,4,38,10,43,13,16,18,23,28
2,39,40,9,43,13,45,21,30,31
2,3,17,37,7,9,12,15,49,50
32,33,34,37,42,23,26,27,29,31
2,3,7,40,14,49,19,20,21,30
34,37,38,16,49,18,24,25,29,30
16,2,37,1,41,46,15,48,19,26
33,35,4,8,43,44,40,19,23,30
35,4,38,9,10,48,18,22,26,29
32,3,4,7,48,18,20,23,24,27
37,6,39,43,13,46,16,21,27,30
32,2,37,7,8,42,13,46,18,22
35,3,40,9,44,45,47,19,26,29
2,3,39,42,16,17,18,19,24,28
32,35,4,6,8,42,46,15,48,40
4,6,43,17,18,22,26,29,30,31
32,34,6,10,43,13,15,17,24,31
32,7,40,41,44,12,17,20,24,31
3,4,37,38,39,42,14,19,22,24
7,43,46,47,48,17,21,22,24,15
33,34,37,39,10,12,46,16,24,27
36,5,9,43,47,48,17,20,22,26
33,2,1,46,48,20,22,23,29,31
16,34,36,5,33,10,14,48,22,26
36,5,39,9,17,22,24,4,28,31
32,2,3,43,46,49,25,27,28,31
1,5,40,43,12,46,15,17,22,29
34,3,37,7,12,44,47,50,15,31
32,3,4,41,42,45,15,16,21,23
2,3,36,38,40,10,13,48,19,22
32,34,3,5,6,9,42,43,47,28
33,7,41,42,44,45,14,19,27,28
3,6,7,8,12,45,21,22,25,29
37,9,10,13,48,49,41,25,5,31
32,4,39,41,17,50,36,26,27,30
2,3,43,13,46,48,19,14,23,24
4,6,41,42,43,14,47,17,20,22
36,5,38,12,43,44,45,14,27,29
16,6,41,12,14,48,50,20,27,29
35,7,10,47,48,17,3,20,21,22
35,4,37,7,42,50,46,48,18,36
2,35,12,44,45,14,17,18,3,28
32,33,2,38,42,48,17,50,19,25
32,33,40,10,45,48,49,20,27,28
4,40,45,46,15,17,23,25,26,36
