17,30,6,46,9
9,10,4,2,23
41,42,34,38,49
41,5,37,14,23
20,43,4,37,44
43,11,12,39
24,8,10,13,29
49,43,29,46,9
24,41,2,29
25,2,10,45
28,50,44,26
42,39,28,5,31
2,11,13,38,23
16,11,31,28,23
9,2,17
16,10,29,37
48,17,18,36,23
24,11,28,37,38
27,3,5,46,23
41,42,44,37,1
40,41,18,1,25
42,19,45,46,7
41,27,17,25,33
48,41,44,45,25
32,43,5,47
41,2,13,30,21
24,34,44,10
33,18,35,29
16,33,4,29,49
8,35,20,31
33,26,12,22,38
11,33,10,19,39
26,17,34,43,10
40,16,44,8
8,33,4,37,17
17,42,35,29,15
38,30,43,13,46
26,36,18,30,23
7,41,19,22,31
18,36,22,31
26,27,36,42,47
24,43,50,11,31
8,27,4,45,14
16,50,4,45,23
48,40,11,5,31
33,27,44,46
11,26,23,37,39
35,11,44,45,30
9,43,12,44,7
9,26,28,50
25,34,19,37,7
48,42,47,7
8,9,35,38,30
2,19,12,14,23
24,17,27,21,23
32,28,4,5,15
29,47,12,37,31
16,49,11,6,17
14,27,12,45,22
25,10,26,6,41
8,33,50,30,22
40,9,48,21,33
33,27,20,9,49
16,26,43,6
34,18,12,29,31
41,9,49,30,47
15,35,19,30,47
48,40,10,26,6
7,47,4,22,15
12,26,19,36
36,10,3,4,7
19,25,26,3,23
3,28,11,36,30
16,17,35,24,1
19,43,13,14
42,44,5,22,7
32,10,36,14,46
50,20,10,7
32,24,3,12,33
26,50,44,21,13
27,33,11,44,31
41,26,5,46,31
9,43,20,13,6
40,17,43,22,7
25,14,43,21,22
36,10,3,28,22
8,26,15,21,7
1,10,12,37,38
31,18,35,20,47
16,49,26,27,22
25,30,36,13,4
16,27,36,38,39
33,43,20,4,12
41,7,5,39,31
40,34,50,30,39
9,18,33,13,47
3,1,2,43
47,4,6,39
32,25,7,43,47
26,20,10,39
