10,31,37,38,39
8,49,34,30,1
45,50,27,10,47
19,43,7,32,15
42,34,47,29,39
25,30,13,6,21
24,10,35,13,7
16,49,42,20,26
17,37,19,45,15
9,43,4,38,31
24,19,22,30,7
17,3,25,37,5
17,7,44,12,47
16,31,7,17,23
44,43,4,29,49
16,33,10,27,46
11,19,36,5,15
16,34,35,21,30
2,35,13,45,29
25,9,36,13,31
25,27,28,38,47
3,27,19,45,30
40,49,34,19,28
48,17,23,38,1
28,30,4,21,22
32,34,20,5,23
49,17,12,25,39
41,10,27,6,31
48,32,27,20,15
49,18,11,28,43
16,26,31,45,7
32,41,18,30,40
24,41,21,6,31
49,50,43,4,37
16,1,34,41,9
3,9,27,11,7
10,7,36,14,23
48,17,1,29,25
40,49,42,4,25
19,38,37,14,15
18,46,28,37,22
32,42,2,22,5
1,4,37,28,7
17,42,4,6,39
17,43,30,46,13
24,19,27,22,30
16,40,47,20,31
40,41,11,20,39
49,31,38,30,39
3,42,19,4,46
41,50,11,14,15
8,13,21,14,37
8,4,50,12,47
18,13,21,45,5
40,49,44,46,31
40,8,12,24,1
24,49,22,6,15
48,1,50,6,46
16,10,50,46,13
17,13,21,14,33
31,4,13,22,23
8,21,13,22,31
25,50,12,13,46
23,5,37,38,47
16,3,43,44,45
31,18,15,44,39
8,9,10,35,7
34,41,18,3,45
1,27,4,17,47
9,50,10,42,45
24,16,43,45,38
48,17,37,14,7
32,8,2,20,13
17,50,2,6,23
35,29,38,46,7
41,1,20,6,33
49,50,45,6,31
33,42,27,44,35
48,49,2,34,24
50,12,22,30,23
25,43,38,6,41
49,26,36,42,13
48,42,11,4,37
1,2,43,13,25
41,26,36,50,30
33,10,5,13,49
48,17,18,31,47
9,34,11,44,38
24,43,3,4,15
48,1,18,38,23
17,27,28,6,43
19,9,43,38,47
47,44,21,30,5
12,18,44,14,28
23,9,35,38,1
32,27,46,14,31
48,18,2,38,6
49,18,41,13,31
40,17,10,5,22
32,9,34,20,1
8,41,11,24,40
17,26,11,13,30
24,35,36,30,39
16,33,10,19,18
8,49,28,29,30
18,43,4,45,7
32,2,20,46,47
48,49,5,24,33
1,42,19,14,17
27,11,46,22,47
2,42,28,10,23
6,35,5,38,13
26,35,4,14,30
40,42,44,6,15
40,41,26,11,39
32,33,42,43,25
16,44,11,12,38
8,36,15,28,41
11,2,43,12,14
1,2,35,10,29
16,9,10,23,47
8,40,34,35,47
26,21,5,38,15
32,2,39,20,23
25,47,29,46,9
32,48,43,21,38
32,16,50,45,22
10,21,12,2,31
16,42,12,13,47
44,20,22,46,45
24,11,19,37,38
25,34,35,4,15
3,43,20,38,7
8,17,25,21,47
33,18,10,13,45
17,10,12,46,9
10,18,2,37,38
16,41,19,22,23
24,31,19,38,23
41,20,29,14,47
49,18,28,45,22
8,9,2,46,17
32,41,29,46,23
16,25,46,5,38
48,32,34,7,15
8,25,35,12,38
28,34,4,45,7
24,32,50,11,15
1,34,35,30,7
16,9,50,38,7
27,41,3,28,43
24,8,50,20,12
48,49,8,14,7
49,18,28,41,23
15,33,27,43,7
16,12,10,27,20
41,30,11,45,14
34,11,4,10,22
3,4,37,38,15
41,27,36,45,6
33,11,28,14,31
40,10,35,21,6
48,10,4,14,23
25,13,4,45,39
48,49,26,16,39
32,28,3,20,5
32,44,22,30,15
16,1,42,43,26
35,10,43,13,7
18,7,13,26,39
12,42,3,20,46
24,8,29,30,31
17,10,11,13,39
8,3,11,22,27
24,17,12,38,31
49,23,36,9,31
24,25,20,30,14
42,50,38,2,30
16,20,50,35,12
2,47,44,46,39
11,34,3,45,47
8,11,12,14,47
8,24,43,5,47
43,27,20,6,47
26,35,20,45,15
24,27,37,22,15
32,25,43,29,47
40,9,20,12,41
40,17,3,20,45
31,2,35,45,15
27,34,42,45,38
33,34,28,6,22
32,49,34,19,33
16,17,2,10,38
13,35,4,5,21
11,25,42,3,15
32,33,18,21,23
9,27,5,29,37
8,25,12,38,49
15,36,47,44,31
16,17,42,30,41
41,19,1,45,39
48,2,18,45,14
32,50,7,10,15
19,4,35,12,7
27,28,35,36,21
32,20,36,45,7
9,26,47,13,23
8,9,2,27,50
34,11,12,29,37
23,41,43,6,49
41,10,27,28,29
47,34,11,4,23
25,50,9,13,21
32,9,50,41,31
12,2,20,37,29
43,2,11,35,7
24,17,3,45,8
8,42,28,21,7
24,1,17,36,9
10,35,44,21,15
50,2,18,37,5
40,43,18,27,15
8,49,19,3,47
49,35,45,30,17
26,7,28,29,23
26,12,21,14,39
9,43,20,5,14
2,27,29,46,39
8,9,10,4,45
48,25,43,6,15
40,2,28,22,38
8,18,39,44,7
16,42,36,6,30
24,9,10,19,49
24,28,4,38,36
48,41,6,46,31
24,44,11,4,39
33,20,5,30,13
34,35,10,14,47
16,8,10,45,22
24,1,18,21,7
50,7,13,14,23
9,2,19,4,15
15,47,19,22,23
40,19,2,35,22
9,11,37,30,31
19,26,7,4,15
24,1,2,44,39
8,33,18,31,9
8,33,50,3,25
1,3,36,28,49
25,47,28,6,23
48,27,29,38,37
25,7,17,37,29
11,49,18,19,46
8,1,18,22,17
48,17,12,38,16
8,12,37,22,29
32,1,5,13,31
9,2,13,46,41
8,3,43,46,15
24,1,26,11,23
8,41,10,27,2
49,50,27,44,22
24,1,4,37,47
33,10,13,38,47
26,43,20,6,23
8,33,50,29,46
40,1,34,43,9
34,7,44,2,39
48,49,20,21,25
18,28,37,22,15
42,31,4,22,39
49,14,27,6,38
16,32,50,40,49
24,9,19,28,6
27,49,43,28,15
32,49,26,44,10
1,34,27,46,15
16,48,3,46,39
10,35,20,29,31
26,7,28,30,23
24,19,4,37,46
8,9,34,19,15
1,42,18,29,14
32,35,27,37,13
42,30,29,14,45
26,12,2,6,31
16,3,44,13,37
50,26,18,12,45
41,26,36,38,39
27,43,29,30,7
17,34,29,38,15
24,49,18,3,12
24,33,18,26,34
48,42,43,10,31
25,26,4,21,41
43,2,35,13,7
24,40,42,44,2
16,41,35,12,39
8,43,3,20,33
40,41,7,23,39
16,41,3,13,25
19,35,27,39,15
1,18,4,42,47
32,49,20,30,17
8,17,27,20,14
32,24,26,30,15
4,10,7,36,23
43,11,4,45,15
32,26,27,38,39
24,32,31,14,7
17,2,35,44,42
8,10,29,46,13
1,50,3,4,45
32,48,28,21,20
32,25,10,30,31
40,1,34,43,6
7,4,13,46,39
16,23,36,38,15
8,19,26,11,41
49,27,36,5,47
34,3,20,21,22
48,47,34,35,23
45,34,47,50,39
8,1,18,19,22
32,42,43,28,45
9,20,5,46,23
48,4,13,14,47
8,9,31,5,45
17,43,25,30,31
9,49,44,41,47
40,9,10,44,2
40,32,11,45,13
42,19,20,34,13
50,2,19,28,29
19,42,10,11,29
48,33,34,8,40
27,43,19,45,22
36,34,3,44,9
48,49,45,38,8
24,48,27,22,41
33,18,10,13,7
48,49,35,36,33
24,11,36,46,15
16,8,42,3,37
40,10,34,26,39
41,50,47,14,23
16,49,26,11,3
32,48,43,13,22
18,3,46,6,31
3,18,19,10,21
43,27,49,6,25
41,50,4,38,47
40,9,33,5,37
33,26,44,29,41
41,18,7,38,31
48,28,29,14,47
16,10,2,36,13
32,25,50,43,15
17,29,13,20,39
40,25,34,4,17
40,24,23,17,15
17,18,30,22,9
9,30,6,38,46
17,36,37,38,29
17,26,35,33,15
8,35,13,21,23
44,11,20,37,46
8,35,28,13,22
25,34,37,30,17
3,19,5,38,23
17,34,3,39,7
20,27,36,5,41
48,41,11,44,38
48,9,10,4,15
31,9,3,20,23
16,34,11,45,13
4,19,44,6,23
40,10,27,5,38
16,34,36,37,7
12,50,28,13,22
8,24,42,45,30
40,2,27,37,30
41,50,27,35,17
10,26,28,13,22
33,39,35,38,23
9,3,28,45,1
49,18,47,39,9
8,49,11,29,7
48,4,18,20,23
40,31,44,45,39
41,18,11,36,23
6,14,38,22,23
24,17,31,30,25
16,25,18,29,49
9,10,11,30,31
1,50,19,21,30
32,43,36,37,15
19,3,47,46,23
25,10,43,49,23
26,28,29,38,21
41,50,36,30,4
24,35,44,37,47
16,17,28,30,47
40,49,4,5,45
24,50,29,45,15
36,18,20,6,15
41,10,3,21,14
27,9,11,29,6
43,4,46,38,15
17,19,37,47,49
40,26,5,38,7
40,17,3,21,14
16,42,3,13,5
32,50,20,30,7
20,36,14,22,28
24,8,2,36,7
8,25,19,36,23
48,18,35,42,46
48,1,18,35,31
11,20,35,44,16
40,35,18,27,6
16,25,18,2,38
40,26,2,42,13
33,2,27,21,17
33,43,20,14,46
33,25,29,14,47
48,35,28,22,7
33,35,12,44,25
48,10,3,26,37
40,9,50,28,22
7,17,27,47,33
25,18,22,30,39
11,18,19,4,6
32,25,18,12,6
48,16,2,1,7
40,50,19,28,23
1,2,27,6,39
48,10,35,12,37
9,44,5,4,31
1,50,3,14,7
32,18,19,36,38
8,33,19,36,41
48,43,39,8,31
8,12,39,44,47
16,24,10,28,14
15,43,45,38,47
40,18,11,46,31
36,34,4,13,23
32,16,36,13,5
48,42,4,38,46
18,20,13,6,7
6,50,11,22,46
48,25,4,6,38
49,50,11,30,9
33,34,10,26,39
17,34,39,37,33
24,9,4,29,6
8,25,37,49,39
8,9,35,30,49
49,39,5,6,21
32,27,4,14,31
16,33,45,22,49
17,44,13,38,23
41,34,45,38,31
33,2,19,4,45
49,12,6,38,31
33,18,35,5,49
40,33,2,21,31
11,24,19,28,7
24,33,18,50,1
4,10,20,14,15
1,42,4,14,47
17,14,45,30,49
41,26,28,37,15
3,26,47,6,23
40,9,27,44,17
48,43,27,5,46
32,11,42,35,44
27,12,38,14,45
24,17,50,4,33
30,2,29,6,39
11,32,3,30,15
13,47,4,29,21
34,42,27,26,7
42,36,5,6,15
