32,9,20,4,15
33,39,37,43,31
4,19,44,21,1
16,40,26,45,23
16,24,20,13,45
42,11,21,45,47
48,34,43,42,6
24,40,37,46,49
24,44,19,12,39
8,49,23,25,39
25,3,33,30,39
32,24,11,28,43
33,26,27,36,12
46,11,29,6,45
40,36,34,11,20
24,26,42,3,37
40,25,34,20,21
24,1,10,34,22
25,43,46,6,15
49,28,45,46,15
19,42,31,18,13
32,34,29,46,15
40,41,19,28,38
11,43,27,5,32
45,15,29,6,31
19,1,35,12,23
16,26,3,44,47
11,1,50,35,28
48,30,43,14,38
31,11,44,21,39
48,17,37,38,25
12,26,4,38,7
48,43,50,27,30
24,49,42,44,40
35,49,11,5,17
16,10,35,18,21
16,1,40,14,39
27,49,3,45,30
18,23,20,38,39
24,34,20,26,13
8,19,34,35,29
25,10,31,38,1
24,40,18,27,21
50,26,21,22,31
16,17,28,6,30
24,17,11,36,45
25,3,4,37,46
33,42,18,30,47
1,27,17,13,47
24,36,6,30,47
8,17,2,27,19
25,26,37,18,49
25,1,20,49,33
43,27,20,13,31
3,36,19,44,14
1,4,45,30,21
10,43,36,2,30
48,34,3,5,31
2,42,28,50,29
10,25,42,35,21
9,44,45,22,15
48,1,18,3,6
32,16,42,20,6
48,35,27,30,31
32,41,26,45,22
8,43,2,35,33
8,11,35,13,29
8,18,23,37,39
17,23,28,6,31
43,42,19,30,39
32,41,50,4,46
40,50,42,12,10
8,27,45,6,47
40,32,26,5,24
30,10,11,13,14
42,2,19,50,23
3,33,35,15,48
1,26,44,30,7
16,9,18,27,41
32,50,22,30,47
41,2,44,5,13
4,27,20,45,47
16,49,18,36,22
42,28,45,30,37
49,45,33,14,41
8,40,50,4,7
27,1,50,11,35
9,43,29,37,21
10,11,4,5,38
33,42,37,38,39
40,33,42,4,25
24,50,26,45,6
33,2,34,26,37
25,2,18,38,31
17,50,11,45,9
24,3,12,37,47
16,49,35,20,5
40,35,4,13,23
24,34,18,30,22
10,23,20,50,39
40,26,45,46,31
48,2,35,28,46
17,27,28,46,41
24,17,43,22,15
24,40,1,5,7
24,26,12,14,15
40,20,13,46,7
48,47,46,14,45
33,11,21,45,37
33,3,44,22,39
40,49,2,21,25
27,44,43,20,6
25,35,36,46,49
11,33,19,5,30
48,44,42,36,37
11,35,2,43,41
20,4,36,30,41
24,40,12,41,15
41,5,4,37,36
44,39,12,6,47
8,9,50,21,46
11,33,47,28,23
18,19,21,30,5
8,27,50,43,5
32,48,11,5,13
48,42,35,4,13
40,36,50,12,8
40,41,19,4,3
42,19,6,22,15
32,17,2,20,6
9,11,1,6,39
8,35,50,11,26
50,3,36,26,6
35,26,27,28,7
32,34,43,29,31
16,12,28,21,23
17,46,20,29,30
49,34,5,22,23
43,10,11,28,15
32,37,27,13,39
48,35,43,37,23
41,18,4,13,23
2,31,5,46,15
40,33,44,4,36
28,18,36,21,12
19,33,3,30,6
42,18,36,37,31
43,10,35,6,30
41,34,21,30,33
27,3,31,23,47
16,25,9,44,49
25,4,38,30,13
1,34,28,26,23
8,41,31,22,15
41,23,12,4,9
41,28,5,38,33
11,3,19,6,23
12,35,44,14,1
16,8,2,44,37
40,9,13,38,24
35,29,5,30,23
9,27,17,38,15
48,32,44,29,25
32,9,10,18,46
17,50,26,18,46
8,15,36,21,7
35,2,3,46,30
36,4,46,28,31
50,39,6,46,31
40,33,7,1,32
48,49,50,12,7
25,18,35,6,9
32,33,13,22,29
48,19,37,14,23
48,42,35,21,5
40,9,28,6,31
9,20,38,6,15
48,41,42,5,15
3,42,43,4,50
