32,34,37,38,7,41,42,45,12,13,47,48,50,20,22,9,24,25,26,29
32,1,34,5,33,8,41,42,12,46,29,49,18,9,23,25,40,28,10,37
2,35,4,5,8,9,11,34,46,15,48,17,37,19,22,18,27,28,29,31
32,1,2,3,4,38,8,9,10,47,16,40,19,20,23,15,28,42,30,31
1,35,10,5,7,40,9,42,11,12,13,46,16,17,18,41,4,27,28,29
32,34,3,5,6,17,8,15,42,43,44,2,14,47,16,49,46,40,27,29
1,2,3,37,33,8,43,12,13,14,15,48,49,50,19,22,39,5,30,31
32,1,34,37,38,7,40,41,10,43,45,16,8,18,20,21,24,27,28,29
32,33,34,35,37,6,39,8,41,7,12,15,17,18,3,20,21,25,27,29
2,3,36,37,6,39,40,41,7,13,46,47,16,49,18,19,38,23,27,21
33,2,36,5,1,40,12,42,39,44,34,14,15,16,17,8,25,47,29,31
2,35,36,5,6,39,8,42,7,12,45,15,40,10,3,23,26,29,30,31
32,16,34,5,6,49,9,10,39,44,14,15,48,17,18,46,22,24,25,28
18,35,6,39,8,9,11,44,45,13,40,50,20,22,23,7,28,43,30,31
33,45,3,36,5,6,9,2,12,18,46,15,16,50,41,27,28,13,30,31
1,2,34,37,6,39,8,9,10,11,45,43,18,35,20,22,40,28,42,30
19,33,34,11,4,1,8,42,43,13,14,45,3,21,22,25,23,36,26,27
32,1,35,4,49,38,39,40,9,42,43,12,8,21,41,7,27,10,30,31
3,33,35,4,17,8,31,11,44,45,40,19,21,41,24,25,27,29,30,36
33,34,35,37,6,8,9,42,43,44,2,12,15,50,3,20,22,41,47,31
2,35,4,37,39,8,11,45,46,15,16,3,20,21,22,23,24,25,28,29
33,34,5,7,40,41,10,18,13,46,15,17,50,20,21,8,23,45,49,28
32,34,3,38,6,39,8,41,10,2,13,46,47,20,22,25,26,42,30,31
1,34,36,37,38,40,41,42,12,45,47,17,50,22,23,4,15,13,30,31
34,3,5,7,12,42,43,44,50,14,47,16,17,18,20,22,24,25,27,10
33,2,11,36,37,6,7,8,10,43,13,47,17,20,21,22,23,24,30,31
1,35,36,37,38,39,17,11,12,46,47,48,49,21,22,23,24,25,29,5
2,11,4,5,7,8,47,43,45,46,15,19,25,21,41,36,26,27,28,31
1,2,3,4,5,7,10,43,44,34,46,48,17,35,22,36,26,37,39,31
1,34,35,4,5,38,40,41,23,44,14,11,16,17,18,19,43,9,6,28
32,33,34,35,1,37,38,7,12,42,11,44,14,17,19,41,23,25,26,21
1,35,36,37,48,8,28,42,46,13,14,45,16,49,41,23,27,5,29,31
32,1,36,37,38,17,8,10,11,45,14,15,49,18,4,23,25,47,29,30
32,1,2,3,36,5,38,39,40,9,10,13,47,17,50,22,24,26,29,31
1,2,35,33,7,9,43,34,14,13,50,49,18,19,46,22,41,25,29,31
32,36,5,6,39,40,9,42,43,44,46,47,48,17,19,8,25,26,28,37
32,33,4,37,6,39,40,42,7,12,14,47,18,20,21,22,26,28,29,30
33,34,4,5,1,40,9,42,39,2,8,16,49,10,19,21,22,24,27,29
1,34,3,4,5,38,17,40,42,7,12,2,15,8,50,35,43,23,33,28
1,3,4,37,6,49,15,39,47,17,50,19,20,22,23,24,27,29,30,5
32,33,34,4,6,15,41,46,13,14,47,48,17,50,21,8,45,27,29,31
32,1,2,35,36,33,6,39,9,14,11,12,46,15,50,20,21,28,42,30
32,18,4,5,6,7,40,42,44,45,47,16,17,50,20,21,8,25,27,10
1,3,36,37,16,40,43,12,14,47,48,19,20,21,23,25,26,15,28,31
1,35,36,7,40,9,10,13,14,15,48,49,50,19,17,8,23,24,29,31
