16,49,26,22,39
24,1,2,35,43
37,35,36,21,7
32,12,37,22,45
40,17,50,22,15
27,35,28,13,7
50,46,28,21,6
11,24,18,3,7
25,44,21,6,5
24,42,36,29,22
49,34,28,30,31
4,31,20,5,7
25,35,45,30,15
32,17,35,13,1
11,43,20,5,46
3,33,43,14,6
1,3,46,30,49
16,2,39,46,15
32,17,50,20,46
26,21,12,42,37
40,18,19,29,23
24,49,27,46,9
44,20,21,14,49
8,17,28,29,38
3,1,2,27,37
48,26,30,6,15
49,50,28,1,41
25,34,27,6,17
8,17,42,27,18
32,40,34,1,23
9,35,28,21,7
20,50,27,36,41
41,45,44,5,21
33,2,43,37,38
48,16,18,20,44
16,41,10,20,49
3,17,42,11,35
25,50,4,44,9
50,11,12,37,31
23,11,36,29,7
48,33,21,38,23
3,10,19,12,45
33,34,11,42,31
40,9,24,38,32
2,36,37,30,47
32,41,26,34,23
48,10,20,5,31
50,18,3,4,26
48,9,34,42,39
32,17,42,11,37
49,42,19,26,21
2,10,26,21,13
24,10,3,5,39
40,1,27,20,5
9,10,43,29,31
48,1,18,4,34
40,1,35,21,6
40,3,20,29,7
16,33,5,14,21
32,42,27,5,46
32,49,43,17,7
9,18,35,13,21
43,35,20,46,47
10,27,44,50,5
31,1,11,13,33
32,24,44,14,46
49,11,44,14,30
49,2,12,30,47
8,11,27,22,38
24,25,10,4,13
7,8,19,38,23
33,50,27,38,39
40,1,50,3,41
32,25,48,20,39
41,3,33,43,31
48,1,19,29,23
8,33,44,45,39
49,34,35,37,41
24,48,18,40,7
24,49,28,22,31
24,9,28,36,39
9,50,26,30,47
40,25,10,44,45
24,48,28,45,21
1,30,11,38,43
32,16,38,22,45
9,50,35,37,39
28,10,11,44,38
9,10,19,41,7
40,23,5,38,31
16,25,18,37,15
32,18,11,12,10
27,50,35,12,13
9,3,5,46,17
47,34,43,29,7
8,18,28,45,22
12,10,20,30,15
10,45,13,38,31
8,41,21,6,5
1,13,20,37,41
19,50,35,14,39
42,38,37,22,21
49,2,11,21,7
40,48,42,43,17
9,2,35,44,41
16,18,13,6,47
27,40,50,43,36
42,26,35,36,13
28,27,36,46,6
48,40,34,13,30
32,43,35,36,21
35,4,21,6,37
1,34,35,21,47
8,41,25,21,47
16,11,38,21,14
16,33,19,35,32
48,25,18,22,24
25,7,17,30,33
32,1,35,28,5
20,26,36,37,1
27,15,20,46,31
19,36,21,22,39
3,4,47,44,15
32,28,50,4,16
24,1,47,44,39
33,19,20,13,14
2,3,20,34,31
9,42,43,38,31
48,34,5,38,31
25,47,4,35,39
16,12,20,6,15
32,47,28,21,23
25,26,46,42,38
32,42,27,18,5
7,43,45,30,15
16,49,11,43,47
17,50,43,42,23
18,34,4,29,6
32,25,28,37,23
16,9,18,28,47
9,10,4,13,49
49,50,27,44,15
41,42,36,46,12
8,32,19,45,23
48,4,35,12,47
32,7,3,27,15
40,9,43,37,22
50,19,28,26,38
7,50,43,14,47
32,1,34,29,14
8,9,26,36,45
16,41,7,45,25
24,43,44,46,39
16,43,12,38,39
26,18,42,46,15
23,25,11,17,39
20,19,5,21,23
24,41,36,5,14
23,50,3,46,47
48,40,18,30,39
48,2,42,26,29
32,9,23,46,15
40,26,4,21,5
26,19,36,45,14
