2,3,37,40,41,42,11,22,13,14,8,16,49,19,43,24,26,27,28,10
33,2,3,36,5,38,7,8,44,14,47,16,40,18,19,20,23,24,26,28
32,35,11,38,40,9,43,12,13,46,15,48,17,18,19,41,23,28,44,30
1,35,4,37,38,7,44,43,12,13,47,49,50,22,23,25,27,29,39,36
32,2,35,37,17,8,41,42,12,45,47,48,49,20,21,24,25,27,28,13
35,4,38,6,7,41,30,11,44,14,15,16,17,18,9,21,25,36,26,39
33,34,38,40,44,43,12,45,14,13,16,8,50,41,24,25,26,28,29,31
32,1,35,37,48,40,12,10,44,45,14,16,50,3,20,21,41,28,30,5
2,35,6,38,40,41,42,12,13,31,44,48,49,19,20,22,23,24,27,5
2,4,49,38,7,40,43,12,13,47,17,18,20,23,25,27,36,29,30,31
32,2,35,36,6,39,8,41,11,44,16,17,19,43,23,24,26,28,29,30
33,2,1,37,38,39,41,42,43,12,34,46,48,19,20,21,22,24,25,27
34,35,39,40,9,42,7,44,18,14,45,17,50,21,22,41,24,25,26,10
32,1,27,5,6,7,40,41,42,43,45,14,15,48,8,26,47,28,29,30
48,35,4,49,38,7,8,41,42,12,14,47,16,40,18,1,36,29,30,37
32,1,2,35,4,5,6,7,10,43,12,13,46,47,16,17,23,24,26,42
1,2,35,36,5,38,7,39,12,47,11,17,19,20,21,23,24,15,29,31
36,5,7,10,11,12,21,46,47,48,49,42,20,14,23,24,4,28,29,31
33,2,36,38,6,7,8,41,10,39,34,13,16,20,21,24,25,26,28,5
1,11,5,39,41,10,43,13,45,14,15,16,49,9,21,22,23,27,28,37
32,4,6,38,7,40,9,43,50,14,48,17,18,19,46,23,25,27,28,31
48,34,3,4,37,6,39,40,41,42,12,50,46,47,16,18,9,10,30,31
3,34,35,17,38,7,40,9,10,11,13,2,47,16,43,19,23,45,36,28
1,34,35,36,5,39,41,10,43,47,48,49,50,20,22,23,24,7,25,30
5,35,36,37,8,41,2,44,45,48,17,19,22,4,24,25,28,29,30,31
3,36,37,6,40,15,42,11,12,47,49,50,19,20,21,23,26,27,44,5
1,35,11,6,38,49,43,13,46,47,48,17,50,19,20,23,39,27,28,5
1,34,3,5,39,9,2,13,46,49,50,19,20,14,23,18,25,33,29,30
16,2,35,36,5,38,7,40,41,44,12,15,48,8,18,20,46,9,25,27
3,35,37,41,42,43,12,45,13,17,50,19,20,23,24,47,5,29,30,31
32,36,5,47,41,43,44,14,15,18,9,21,22,23,4,20,27,29,30,31
16,34,3,38,39,41,10,43,2,45,48,17,18,19,20,22,24,7,27,29
32,33,3,36,49,9,42,11,12,45,46,44,16,17,1,20,14,22,26,31
32,2,35,36,38,8,9,42,11,12,34,46,47,16,40,50,19,24,15,29
33,3,38,8,41,42,43,12,46,15,16,49,50,19,22,23,25,26,27,10
16,35,4,37,17,8,47,42,43,45,15,48,40,50,41,27,28,29,30,31
32,48,3,36,37,33,10,43,13,47,16,17,50,42,23,31,28,29,30,5
34,35,4,5,6,7,8,9,42,11,13,14,15,48,49,18,19,50,23,28
32,1,2,3,4,33,8,41,10,11,44,45,16,49,20,22,40,24,27,31
32,33,34,11,48,35,39,40,9,7,13,46,15,16,8,19,2,36,28,30
32,1,11,16,7,15,10,43,44,13,47,48,40,50,20,8,24,25,26,27
33,34,3,6,41,42,11,12,46,15,16,49,18,22,23,24,25,27,28,10
32,33,2,50,4,39,8,41,11,12,13,46,15,48,40,18,1,22,26,27
32,33,34,35,36,37,6,1,9,10,15,48,17,20,21,24,25,26,29,31
32,33,35,1,6,17,8,41,10,11,44,13,46,29,49,19,23,42,30,3
2,35,4,37,6,42,43,14,47,48,27,19,46,25,36,15,21,10,30,31
16,34,36,5,6,49,15,11,14,47,48,8,50,19,22,25,26,27,28,29
1,45,4,5,7,40,9,42,2,12,13,46,47,48,41,25,33,29,30,37
33,34,11,5,6,8,43,44,18,14,15,49,50,22,24,2,38,29,45,31
1,18,3,36,7,8,41,11,12,13,15,50,19,20,21,22,9,26,28,30
33,2,35,4,38,6,39,41,11,44,13,15,16,19,22,25,47,29,30,31
32,48,2,43,5,40,44,23,12,31,16,49,18,14,8,41,26,27,30,37
33,34,35,6,40,42,11,44,2,43,48,17,50,20,22,23,10,28,29,30
32,33,34,4,38,40,9,42,43,44,50,46,47,16,49,18,20,25,27,10
32,48,2,36,37,17,40,9,10,43,12,50,14,45,16,49,18,46,27,29
32,2,35,4,6,38,42,11,44,45,46,48,17,20,21,22,23,27,28,30
32,34,17,5,38,39,40,9,42,45,13,2,47,16,49,50,20,21,28,29
32,33,35,1,37,38,7,40,9,42,44,45,47,49,18,22,23,24,28,13
34,35,4,5,6,17,40,41,45,44,50,14,47,8,18,21,22,13,30,37
32,48,11,36,5,6,8,42,43,13,15,16,35,21,25,24,4,38,10,37
1,34,43,4,5,6,39,9,7,44,46,16,11,18,3,23,26,37,29,31
32,33,2,4,49,39,9,12,34,15,17,18,20,21,22,36,28,29,30,5
45,34,17,37,38,39,44,10,12,13,47,48,49,50,20,23,24,4,42,36
32,1,34,36,37,16,38,41,10,13,14,48,18,19,46,22,25,6,27,29
1,34,5,38,49,8,11,45,14,47,16,17,18,19,46,26,21,29,30,31
32,16,3,37,8,41,42,44,45,12,48,9,23,24,25,26,27,5,20,31
34,3,36,5,6,8,10,43,44,45,46,15,49,50,20,23,24,47,29,30
32,33,4,37,7,40,44,10,43,12,45,48,17,18,24,25,5,29,30,31
1,34,43,5,38,17,40,41,11,12,13,14,15,49,18,8,7,25,44,39
36,5,38,7,41,11,44,45,13,48,17,37,19,21,25,26,28,29,30,31
32,43,5,38,17,8,12,11,44,13,14,15,16,49,18,3,20,25,28,31
32,33,34,35,1,37,48,39,40,41,10,2,16,3,20,21,22,9,27,28
32,2,4,37,38,40,41,11,12,45,14,15,16,49,19,21,24,27,29,30
41,35,4,37,38,39,9,10,46,12,13,14,15,18,3,21,23,28,42,31
32,1,35,5,39,8,44,42,12,13,45,48,49,22,24,25,33,15,30,31
34,35,5,7,10,41,42,11,12,15,18,19,9,21,23,25,27,28,29,30
32,3,4,5,7,8,41,43,44,13,14,49,19,20,21,46,25,31,28,37
32,35,36,5,6,7,41,43,12,13,14,45,49,50,20,46,9,27,29,21
34,35,36,6,38,7,8,42,39,44,45,14,40,18,20,43,24,4,26,30
32,33,2,1,37,39,8,47,10,12,18,15,50,20,41,23,24,27,28,13
33,2,43,4,37,39,7,12,18,14,45,34,50,19,20,25,15,5,30,31
32,1,35,4,5,38,7,8,9,12,45,46,16,49,21,33,40,24,26,29
32,48,35,5,38,7,8,41,39,13,16,17,50,11,23,24,26,28,30,37
1,34,3,36,37,6,39,40,10,45,47,33,19,20,21,23,4,26,15,31
1,50,17,22,6,7,40,9,10,11,45,14,13,49,18,3,20,43,47,28
19,3,17,37,38,7,8,12,43,44,14,47,11,49,18,35,20,25,27,36
32,50,36,37,39,40,9,42,23,45,29,16,8,18,20,41,25,27,28,10
32,34,37,40,9,42,12,2,46,15,17,44,20,8,24,25,26,5,29,31
2,43,4,37,6,8,11,12,45,47,18,19,20,21,22,36,26,27,28,31
2,3,4,37,39,8,41,42,11,44,45,46,48,18,12,22,23,7,25,30
36,5,6,7,42,43,12,50,15,16,49,18,19,20,23,25,29,28,10,37
34,35,4,6,38,40,12,42,2,44,45,14,13,49,18,9,24,25,26,28
3,1,35,37,39,8,10,11,44,18,14,15,16,17,50,19,22,27,30,31
32,33,1,49,7,40,42,44,46,47,16,8,18,19,22,24,25,10,30,37
1,34,3,5,6,33,9,42,39,12,13,46,29,48,43,35,14,28,10,30
1,2,35,37,38,33,40,10,43,44,34,14,47,48,50,19,25,27,29,31
1,3,6,38,7,9,42,44,13,46,45,16,17,20,21,22,41,25,28,29
33,34,36,37,38,1,8,9,42,11,45,47,16,40,18,21,41,10,30,5
1,2,34,36,33,6,39,10,11,12,18,13,50,20,21,23,25,26,29,5
32,43,4,37,38,7,41,10,11,12,29,6,49,3,20,22,26,27,42,5
32,34,35,4,5,9,42,2,14,47,48,17,18,19,20,21,23,25,27,30
32,1,37,6,40,9,10,43,14,15,48,17,18,41,22,23,5,42,30,31
42,35,34,3,36,5,6,9,10,2,50,19,20,41,22,23,4,26,29,30
32,33,2,35,36,37,6,39,15,11,18,45,16,49,50,19,22,47,28,29
32,33,34,6,37,38,39,41,42,44,13,15,50,19,21,22,26,28,29,30
32,1,2,4,6,7,41,43,12,36,46,47,49,50,23,25,26,28,30,31
1,34,3,36,37,16,15,9,42,43,12,14,44,48,17,18,35,4,47,31
33,2,3,39,8,9,42,43,12,13,47,48,11,50,19,24,25,26,28,29
35,3,5,38,39,8,42,11,12,45,13,6,43,19,20,40,24,25,49,23
36,5,39,40,9,10,43,44,14,15,16,8,18,20,46,23,24,26,30,31
1,2,34,6,16,7,40,12,18,44,45,15,48,50,9,21,22,23,28,29
1,3,36,33,38,39,40,9,42,43,13,45,48,49,50,19,20,27,35,5
16,3,5,38,40,9,44,45,14,15,48,17,50,19,20,6,26,27,28,30
35,4,5,7,9,42,11,13,47,15,16,17,18,3,20,21,25,27,29,30
18,11,36,37,38,39,42,7,44,45,16,50,20,21,22,23,24,27,29,30
32,1,36,49,38,7,8,12,42,11,44,18,46,40,50,21,23,25,29,30
32,3,6,38,39,40,9,43,12,45,15,16,8,19,20,41,23,24,49,31
1,34,3,4,5,38,9,10,11,12,13,14,47,17,19,20,21,23,24,30
14,34,36,5,6,42,11,50,46,16,49,18,19,20,21,23,24,25,4,31
19,1,35,4,37,8,41,11,45,15,50,27,18,3,9,21,23,24,47,31
32,48,2,34,33,38,39,9,42,7,13,45,29,16,49,21,22,23,28,10
32,1,34,4,16,7,41,42,39,44,14,48,49,50,19,20,12,26,30,31
34,35,37,39,41,42,11,12,18,46,44,17,50,21,23,26,27,28,29,30
33,11,4,37,7,14,43,44,13,46,47,16,27,18,20,21,24,25,15,31
2,4,39,8,42,11,12,45,14,15,16,50,19,21,23,24,47,28,29,30
33,34,35,36,37,7,40,9,39,44,14,15,48,17,21,41,24,25,30,31
1,11,36,33,48,40,9,10,7,12,13,46,15,16,49,20,25,26,47,28
48,2,43,38,7,8,9,11,44,45,15,16,17,13,19,24,27,29,30,35
16,2,36,37,39,8,9,43,13,47,48,50,19,20,21,4,27,28,29,5
32,16,2,3,4,37,40,9,45,12,13,47,48,49,50,19,23,15,28,31
33,2,35,4,6,7,9,42,11,12,50,14,47,18,19,1,41,28,29,31
34,36,37,7,17,45,13,16,49,50,19,20,30,25,26,27,28,29,4,31
32,1,35,49,38,39,12,45,46,6,17,18,19,20,22,25,26,29,30,31
32,34,3,36,6,8,9,2,12,45,13,49,18,19,43,23,26,27,30,31
35,5,6,8,44,12,46,15,16,49,18,20,41,23,25,27,28,29,30,31
32,2,50,4,5,38,39,9,13,46,45,16,49,18,20,14,22,24,25,28
32,1,17,39,40,41,44,13,15,47,48,8,19,21,23,25,26,27,28,31
2,35,4,5,6,7,41,42,13,15,48,49,18,3,20,21,25,47,10,30
32,1,35,4,5,8,10,43,12,45,15,16,17,18,3,21,26,27,28,30
3,1,34,35,4,5,38,8,41,43,12,13,14,44,50,19,22,6,28,37
32,2,35,4,7,40,41,11,44,16,18,19,21,24,25,26,27,28,30,31
32,1,34,35,6,33,8,42,43,45,15,16,17,50,21,40,24,26,10,31
1,34,37,38,49,40,44,10,11,12,14,48,17,50,41,21,23,24,28,31
33,3,36,35,1,40,9,10,43,44,14,47,50,12,20,46,23,25,15,30
4,38,7,8,41,10,43,44,45,46,47,48,40,18,12,20,21,23,25,39
16,18,35,5,8,42,11,44,13,15,48,43,50,3,40,24,25,47,29,30
32,1,2,34,36,7,8,47,42,11,13,45,48,50,20,21,23,24,4,27
34,3,36,37,38,17,8,12,42,45,44,13,47,16,49,20,25,26,30,31
33,34,3,5,6,8,9,13,46,15,48,40,35,14,22,23,24,27,30,31
1,3,36,38,39,8,9,10,43,13,46,45,48,17,50,19,21,23,47,30
32,1,34,35,38,7,9,42,43,12,45,46,15,18,20,21,23,27,29,31
16,35,36,5,6,39,40,41,10,43,46,47,48,50,19,20,4,26,30,37
33,11,48,6,17,40,43,12,45,47,16,49,18,19,21,22,23,39,27,28
32,33,34,50,36,6,9,42,11,12,13,46,47,18,19,20,24,27,28,30
1,3,4,33,39,8,41,42,11,12,15,17,35,20,9,24,7,29,30,31
35,36,38,6,7,40,44,42,43,12,45,14,11,20,22,24,26,27,37,31
33,18,4,37,6,1,40,41,11,44,45,14,16,50,20,46,7,25,39,5
3,1,34,11,37,6,8,9,43,12,13,14,16,40,50,19,46,23,25,28
1,35,4,33,38,7,40,12,43,44,13,47,15,17,20,21,22,9,27,5
32,2,36,37,6,7,44,43,12,45,47,48,17,21,24,25,15,28,29,30
1,16,35,36,7,41,10,12,45,46,47,50,18,19,21,4,25,26,27,30
1,34,50,4,5,38,7,9,10,12,13,46,29,49,18,41,24,25,28,42
32,2,5,6,8,41,11,12,34,14,47,16,49,19,22,23,26,27,28,29
14,34,38,6,7,9,10,39,12,46,15,16,49,50,19,21,41,25,28,31
33,2,43,6,38,12,40,41,11,44,13,46,18,3,20,14,22,26,28,21
32,33,34,1,5,39,9,10,7,12,18,15,49,50,21,22,41,25,26,27
33,2,3,36,38,6,9,42,43,12,34,47,48,11,50,20,22,41,29,30
33,2,34,48,5,7,10,11,12,45,46,47,16,29,22,27,28,42,30,31
1,2,3,37,7,8,43,50,34,15,48,17,18,22,23,24,39,26,47,30
33,2,4,37,48,8,41,7,12,5,14,16,49,25,23,39,26,27,28,31
33,2,4,37,48,40,41,10,12,13,47,16,19,20,1,9,25,28,44,30
2,35,37,38,39,40,41,42,43,44,13,14,11,8,20,22,7,26,27,10
32,33,36,38,7,40,9,43,44,14,47,49,18,1,23,24,25,21,39,31
34,47,37,38,39,41,12,45,14,44,16,18,19,46,9,26,27,28,13,31
32,2,4,37,7,8,9,10,43,13,45,14,47,48,50,19,20,22,27,31
34,4,49,39,9,11,13,46,15,48,24,18,20,21,22,45,26,47,28,31
33,45,43,17,38,6,39,40,9,42,7,13,46,15,48,8,50,41,29,16
32,48,34,35,4,37,39,8,41,42,43,44,13,14,16,40,46,26,29,30
1,35,36,5,38,7,8,11,46,15,48,40,50,3,39,21,4,24,25,30
1,45,35,4,37,38,39,40,7,13,15,17,21,8,2,36,49,28,30,5
33,2,43,6,7,8,9,11,44,34,14,47,19,21,23,24,25,27,28,29
1,34,35,4,6,48,40,41,12,15,16,49,20,21,24,36,26,29,30,31
34,3,36,6,39,41,42,43,44,45,14,47,48,18,35,20,24,4,10,29
32,1,34,3,37,38,8,41,42,12,15,47,17,35,40,24,26,27,28,31
1,34,35,37,38,17,40,41,42,23,15,16,49,50,19,21,22,9,24,31
32,48,2,35,4,49,38,7,40,41,15,16,17,50,20,8,23,25,6,37
32,1,34,3,38,7,40,9,10,39,12,46,16,19,21,23,27,28,42,30
1,11,4,5,38,9,43,44,13,46,15,48,50,19,20,24,6,27,28,37
33,3,36,5,38,1,9,42,44,45,14,47,17,18,19,21,49,15,29,31
32,1,3,48,5,49,9,41,44,47,16,17,19,21,23,24,26,28,42,31
32,1,35,36,37,9,11,12,13,14,45,48,50,19,46,23,24,25,26,31
1,2,34,38,40,41,10,12,13,46,15,48,49,18,3,14,22,26,30,31
32,2,35,40,49,8,15,43,12,34,47,45,17,20,23,24,25,9,27,30
1,2,43,4,5,38,33,8,17,11,44,13,46,48,49,18,20,21,27,31
2,35,36,7,42,43,13,14,15,16,50,3,20,46,22,4,26,47,29,31
1,34,35,4,5,38,39,8,11,13,2,46,47,17,20,25,24,36,49,29
1,34,35,4,5,7,40,11,12,45,14,47,16,17,18,20,23,26,28,30
32,33,34,35,36,38,6,10,2,14,15,16,50,19,21,23,25,26,28,29
45,35,36,5,38,9,11,12,18,14,15,16,49,50,21,4,26,28,37,31
19,2,34,5,38,8,9,10,43,44,45,15,49,42,22,23,6,28,29,37
32,1,2,4,6,8,12,11,44,45,14,47,48,40,18,22,41,36,26,29
48,34,36,6,38,39,8,9,7,12,45,14,13,16,40,20,23,26,47,31
35,4,5,8,42,43,13,11,17,50,19,21,22,23,24,25,28,29,30,31
2,35,36,37,6,39,8,41,42,11,44,14,47,49,43,40,24,25,27,29
1,2,35,4,33,8,9,42,11,45,14,47,49,50,3,23,25,28,30,31
2,35,38,7,40,9,42,50,46,34,16,49,18,14,22,23,24,25,26,21
33,2,27,4,37,6,12,8,47,44,45,14,15,16,17,3,46,23,31,5
33,3,38,6,1,40,41,11,44,48,43,50,22,7,25,27,28,29,39,31
32,34,5,7,9,42,43,12,45,14,47,49,20,41,22,23,25,26,28,10
45,3,4,38,6,39,41,10,43,13,14,15,16,42,20,22,24,36,29,30
32,19,3,5,49,41,42,44,12,47,16,17,50,35,21,23,27,28,37,31
33,34,36,5,9,43,44,14,47,48,18,20,22,41,24,26,15,28,30,31
32,1,18,11,4,37,38,48,40,12,42,43,44,45,47,16,50,20,22,25
19,33,34,3,32,38,1,7,44,46,47,48,49,35,23,25,26,27,28,39
2,11,4,5,6,39,8,43,44,13,47,16,22,36,24,25,15,28,30,31
34,35,4,37,38,7,41,42,43,15,49,50,19,17,9,24,25,27,28,30
3,39,40,41,10,11,13,45,46,15,16,17,50,19,21,22,25,27,28,31
32,1,34,27,5,38,41,10,43,44,13,46,47,17,14,23,15,28,30,21
32,2,3,39,40,10,43,12,46,29,11,8,35,20,27,23,26,47,28,42
1,34,36,6,39,8,41,10,43,45,46,13,48,17,20,31,22,23,27,16
1,34,36,37,6,7,8,10,11,18,47,50,20,39,25,33,27,28,30,31
33,35,4,37,39,40,42,11,13,46,43,16,8,3,22,23,36,26,28,30
34,35,39,40,41,11,24,2,46,15,43,50,19,14,22,7,25,26,27,21
34,3,7,41,42,11,12,45,14,15,48,18,9,21,22,23,26,27,28,44
48,2,34,36,5,38,9,42,13,29,16,17,50,41,24,25,26,27,37,31
33,34,35,37,6,9,23,44,13,14,47,50,17,18,19,21,41,28,30,31
33,2,43,36,37,38,39,41,10,7,44,14,15,16,18,22,23,24,26,28
1,2,35,5,38,17,8,41,44,46,15,40,50,3,20,14,23,25,28,37
34,36,40,8,9,43,12,13,46,17,50,20,41,22,23,24,25,26,29,37
33,34,3,1,37,39,8,11,12,45,46,16,50,18,19,22,24,25,28,30
34,36,38,7,41,14,11,12,2,46,15,48,18,21,22,25,26,27,29,30
32,33,2,35,36,37,6,41,10,43,12,14,18,3,9,23,26,31,28,5
32,16,34,3,4,40,41,42,11,13,14,45,48,49,35,46,24,25,26,31
48,2,3,4,6,8,10,11,27,13,15,16,40,18,21,22,25,47,28,42
34,43,4,5,8,11,44,45,14,47,48,49,21,40,46,36,27,28,29,30
32,16,2,3,4,33,8,41,18,45,46,34,40,50,35,20,14,27,28,29
2,3,5,39,40,9,42,11,44,45,47,48,17,50,20,22,23,15,29,37
32,35,5,6,41,11,44,13,12,47,48,27,18,3,22,24,25,26,38,28
33,2,35,36,37,39,8,41,10,13,14,47,16,15,24,27,28,29,30,31
32,3,34,35,4,17,40,41,42,43,44,45,46,15,49,19,21,26,29,30
2,3,4,37,6,8,41,43,12,45,46,48,40,18,20,9,23,25,26,30
2,43,36,49,39,40,41,7,12,13,45,16,17,19,23,24,25,26,28,44
34,3,4,5,38,40,9,42,12,45,14,15,16,17,50,20,22,41,36,47
32,1,43,6,38,39,7,14,15,48,17,18,11,23,24,25,26,29,30,37
32,2,3,4,5,38,39,9,42,43,46,47,49,50,35,22,23,26,28,10
32,33,3,37,38,39,9,11,46,47,16,49,50,19,14,23,15,29,30,31
33,34,3,36,5,6,39,40,42,43,46,16,49,21,22,23,24,28,30,31
1,34,5,33,41,11,12,45,47,16,17,20,21,22,23,26,27,28,29,30
32,34,43,4,40,9,10,11,12,14,48,49,21,23,46,26,27,28,42,31
32,33,34,43,1,38,7,8,41,11,15,48,20,21,22,24,39,26,47,36
32,35,2,3,4,5,8,9,10,12,13,40,19,41,23,24,25,26,42,36
16,3,36,37,1,40,41,10,44,50,14,15,48,18,42,22,25,27,28,29
1,34,37,38,17,40,10,12,45,46,49,22,23,24,25,6,27,5,29,31
34,11,36,5,7,15,47,43,12,13,45,49,9,41,23,24,4,27,29,30
1,34,3,37,8,41,46,12,45,14,48,17,50,20,21,22,24,25,26,29
34,6,36,37,38,7,8,39,44,15,48,17,19,22,24,4,26,47,28,5
32,33,34,37,6,7,8,42,2,14,16,17,50,20,46,24,49,29,30,5
33,18,43,4,5,6,1,8,9,10,11,13,45,50,23,26,28,29,30,31
33,34,3,36,7,40,12,23,44,15,47,17,50,19,20,21,9,25,27,28
33,4,38,6,7,41,10,23,14,47,48,50,19,22,25,24,36,28,30,16
33,3,4,5,7,8,11,13,46,15,48,17,18,35,40,23,26,27,29,30
32,33,34,36,5,1,43,12,14,47,17,20,21,22,7,26,28,29,30,31
33,50,5,6,40,41,42,43,12,13,46,15,16,49,18,22,9,29,11,30
1,34,36,5,38,39,8,9,42,12,47,16,48,20,21,23,25,26,27,28
33,2,4,5,38,8,41,42,23,12,46,47,48,17,50,9,36,15,29,30
32,1,34,3,6,7,40,9,10,2,12,45,14,50,18,20,23,26,27,42
33,34,3,36,5,6,39,8,42,11,13,46,45,50,18,22,23,2,25,29
32,11,4,37,38,39,8,41,42,7,12,13,46,50,21,22,23,36,27,28
1,34,35,37,7,9,42,11,13,16,17,19,20,21,43,25,27,29,30,31
19,1,2,11,5,7,10,43,12,34,46,47,17,18,35,22,24,25,42,30
1,34,35,5,40,10,12,2,46,15,48,49,50,21,8,23,26,47,13,37
1,34,3,36,5,38,49,10,11,12,14,17,18,19,22,24,27,28,42,37
1,35,6,9,10,43,44,13,28,47,48,17,50,20,46,25,16,29,30,31
32,2,35,6,7,40,41,10,11,12,13,14,18,21,22,46,24,25,28,30
1,3,17,38,6,7,8,41,10,11,50,14,15,49,18,35,46,24,36,30
32,1,11,5,7,9,42,43,44,46,47,16,17,50,20,22,27,29,30,37
16,35,38,6,7,9,43,44,45,14,13,11,17,20,46,23,26,28,29,31
32,1,2,43,4,5,38,33,8,9,42,11,12,46,16,49,50,19,21,30
