3,38,39,8,42,43,17,21,25,30
36,6,8,14,15,48,17,50,20,28
1,3,42,18,21,24,26,28,29,31
49,7,8,42,12,46,47,16,17,29
36,7,8,44,14,49,24,26,27,29
2,3,39,10,12,14,15,20,46,21
32,39,11,45,17,50,19,20,23,31
2,36,39,9,46,18,24,25,27,30
16,36,37,38,41,47,48,19,25,28
37,7,9,10,43,46,15,50,19,26
38,40,10,13,46,45,48,49,20,31
32,35,38,8,12,13,47,18,23,30
32,3,49,38,39,11,17,19,23,27
1,34,5,38,39,41,50,24,28,31
1,2,37,10,34,14,16,23,25,30
34,38,7,40,9,10,46,50,24,25
32,3,39,10,46,15,50,19,23,24
1,37,40,10,11,12,46,17,18,23
2,38,6,43,44,13,21,23,26,31
2,4,37,6,39,15,49,22,24,29
34,40,44,12,45,46,16,49,22,26
34,3,5,6,12,43,44,49,9,31
32,3,36,9,43,14,48,46,26,27
33,40,9,10,46,22,24,25,26,42
11,4,5,6,42,43,47,18,23,24
32,33,34,35,11,13,18,22,2,27
3,8,43,12,47,50,23,24,27,30
2,38,39,8,50,49,18,40,28,29
32,34,39,10,14,15,23,24,30,31
3,5,39,40,7,16,19,24,26,27
2,3,39,9,43,13,18,20,22,28
9,44,45,14,47,16,18,21,30,31
3,4,40,42,11,46,17,19,8,31
32,34,6,38,41,10,43,44,20,31
32,4,37,6,39,46,20,23,25,28
34,36,40,10,44,2,46,15,47,28
32,1,4,37,9,12,18,49,50,22
2,34,36,6,45,13,15,50,35,25
32,34,36,40,42,19,23,28,30,31
2,17,40,42,39,46,47,49,20,24
2,4,37,9,10,50,19,20,26,30
2,4,5,11,13,46,15,25,27,36
5,38,39,8,9,7,40,26,29,37
1,3,33,10,39,13,47,16,18,19
1,36,6,7,41,11,45,50,20,28
32,33,35,37,10,12,50,45,18,23
1,34,5,9,43,2,14,13,16,28
18,35,37,45,14,47,48,50,27,30
32,3,38,42,43,12,45,13,21,22
33,3,4,8,12,46,18,19,20,23
2,35,36,5,10,47,48,49,30,31
1,2,39,45,46,48,17,18,21,24
16,2,6,7,41,13,48,20,27,29
1,3,36,5,7,10,13,46,19,14
5,38,42,12,14,47,49,24,25,28
3,4,40,41,44,45,14,13,20,21
1,35,38,33,11,45,14,50,21,25
4,5,7,40,44,47,18,22,28,30
35,6,10,12,45,16,49,19,20,26
3,4,13,46,15,17,50,22,29,30
32,38,7,9,44,14,48,17,19,27
33,2,38,10,49,20,22,25,42,30
35,4,9,10,44,46,50,19,23,42
2,7,8,50,45,16,17,18,19,29
32,2,35,37,41,47,49,22,29,5
32,2,3,38,9,42,13,21,22,29
32,3,40,13,17,18,22,24,29,30
33,35,49,40,39,15,17,21,8,30
32,37,9,13,14,50,19,20,27,30
1,6,10,43,12,19,21,23,26,29
5,40,41,10,12,13,45,20,30,31
6,40,10,12,45,14,15,18,19,24
32,33,2,36,5,10,14,19,26,27
34,5,9,43,14,50,20,24,26,29
32,10,45,14,47,48,50,46,22,26
34,36,5,41,45,47,48,15,28,29
34,36,5,7,9,11,21,27,29,31
4,6,42,50,15,18,23,24,28,29
32,33,42,43,44,13,46,18,23,26
35,7,43,12,13,48,49,21,26,27
32,2,10,11,15,50,21,24,26,30
32,1,35,11,44,14,48,3,29,30
3,38,9,13,47,18,19,21,26,31
32,43,36,6,7,11,12,20,22,30
33,34,3,38,40,9,14,17,35,24
2,3,4,37,7,41,48,17,35,29
34,17,9,18,13,49,50,22,24,25
33,37,8,44,46,50,20,22,30,5
2,5,8,10,47,16,49,22,26,30
8,9,12,14,48,22,23,28,29,30
32,5,40,10,44,13,48,17,25,28
36,5,7,40,9,18,20,22,27,37
32,4,41,44,45,17,22,26,30,31
1,39,8,42,11,12,16,29,30,31
32,34,3,6,7,42,13,14,22,30
1,36,6,38,7,10,46,49,20,4
1,41,11,46,47,18,20,21,9,31
33,35,6,38,43,17,50,23,25,31
4,8,45,47,16,18,20,22,36,26
1,36,37,8,44,13,15,19,22,47
