33,35,38,42,13,14,47,22,26,27
35,4,10,11,13,15,23,24,25,31
1,34,38,8,12,46,15,49,23,30
3,36,6,38,49,41,11,17,4,26
34,3,36,38,44,46,47,49,18,25
33,3,4,9,43,12,14,44,11,25
33,49,42,13,46,47,48,17,21,30
36,37,38,10,14,47,49,25,24,4
37,7,42,43,46,17,19,21,28,31
2,5,9,42,44,14,50,19,23,24
32,1,4,39,42,43,44,17,22,27
32,1,36,5,16,18,19,24,26,30
33,43,38,40,44,11,12,47,29,31
1,7,40,9,44,47,16,49,20,22
33,1,7,41,42,15,48,49,21,29
34,4,47,2,15,16,26,27,30,31
39,44,11,12,17,18,22,24,28,29
34,3,36,5,43,12,11,17,18,21
16,2,35,38,41,12,15,48,24,31
32,38,6,41,48,50,22,28,29,30
34,9,42,14,48,49,18,20,23,27
37,6,7,14,20,25,27,28,29,30
34,3,38,7,15,50,19,21,25,26
33,34,3,9,43,46,49,18,20,30
35,43,45,14,21,22,23,24,29,30
37,6,9,42,44,12,20,23,26,10
1,4,37,41,46,17,50,14,22,36
32,33,34,41,10,14,20,9,28,42
1,35,4,38,12,45,46,23,25,28
1,34,36,5,38,44,18,26,28,30
32,3,36,39,43,20,24,25,26,30
48,4,37,40,42,44,16,49,19,22
43,5,11,44,14,49,24,26,27,30
4,39,11,44,46,47,48,20,22,26
2,3,39,8,42,43,13,47,25,30
34,43,11,12,45,47,18,21,22,23
16,35,4,33,41,42,48,23,26,29
4,37,41,13,15,48,17,23,29,30
34,38,7,8,10,15,18,20,24,31
33,2,4,5,40,9,42,48,49,25
1,4,5,6,10,45,49,20,25,36
33,48,1,40,43,13,14,16,20,22
1,35,5,7,9,11,13,20,24,30
32,1,4,38,12,16,17,25,28,30
32,35,36,11,44,14,46,24,29,31
37,9,42,46,15,48,18,19,25,10
32,38,40,48,17,20,23,25,26,30
32,33,41,47,50,19,20,29,30,31
32,33,7,9,12,16,49,18,25,29
34,5,7,9,11,12,49,19,23,30
33,2,5,42,11,44,14,21,24,25
33,3,36,8,41,47,50,22,15,29
2,38,41,11,34,17,50,19,27,30
